# Wavelength  (nm), QE (%)
825.652141, 0.442340
826.025152, 0.435887
826.394351, 0.429522
826.759726, 0.423244
827.121265, 0.417053
827.478955, 0.410947
827.832783, 0.404924
828.182737, 0.398984
828.528804, 0.393126
828.870971, 0.387348
829.209226, 0.381649
829.543555, 0.376029
829.873947, 0.370486
830.200389, 0.365019
830.522867, 0.359627
830.841370, 0.354309
831.155885, 0.349064
831.466399, 0.343892
831.772899, 0.338790
832.075372, 0.333759
832.373807, 0.328797
832.668190, 0.323903
832.958508, 0.319077
833.244750, 0.314317
833.526902, 0.309623
833.804952, 0.304993
834.078886, 0.300427
834.348693, 0.295925
834.614360, 0.291484
834.875874, 0.287105
835.133222, 0.282786
835.386392, 0.278527
835.635371, 0.274327
835.880147, 0.270185
836.120706, 0.266100
836.357036, 0.262072
836.357036, 0.262072
836.590613, 0.258106
836.822682, 0.254206
837.053225, 0.250373
837.282224, 0.246606
837.509662, 0.242904
837.735521, 0.239267
837.959783, 0.235693
838.182430, 0.232184
838.403446, 0.228736
838.622811, 0.225351
838.840509, 0.222028
839.056522, 0.218765
839.270832, 0.215562
839.483421, 0.212418
839.694271, 0.209334
839.903366, 0.206307
840.110686, 0.203338
840.316215, 0.200425
840.519935, 0.197568
840.721828, 0.194766
840.921876, 0.192019
841.120062, 0.189326
841.316368, 0.186686
841.510777, 0.184098
841.703269, 0.181562
841.893829, 0.179078
842.082438, 0.176643
842.269078, 0.174258
842.453732, 0.171923
842.636382, 0.169636
842.817010, 0.167396
842.995599, 0.165204
843.172130, 0.163057
843.346587, 0.160957
843.518952, 0.158902
843.689206, 0.156891
843.857332, 0.154924
844.023313, 0.153001
844.187131, 0.151120
844.348767, 0.149281
844.508205, 0.147483
844.665426, 0.145727
844.820413, 0.144011
844.973148, 0.142334
845.123614, 0.140697
845.271792, 0.139098
845.417666, 0.137537
845.561217, 0.136014
845.702427, 0.134528
845.841279, 0.133079
845.977756, 0.131666
846.111839, 0.130288
846.243511, 0.128946
846.372754, 0.127638
846.499551, 0.126364
846.623883, 0.125124
846.745733, 0.123918
846.865083, 0.122744
846.981916, 0.121603
847.096214, 0.120495
847.207960, 0.119418
847.317134, 0.118372
847.423720, 0.117358
847.527701, 0.116374
847.629058, 0.115421
847.727773, 0.114497
847.823829, 0.113604
847.917209, 0.112740
848.007894, 0.111905
848.095867, 0.111100
848.181110, 0.110323
848.263606, 0.109574
848.343336, 0.108854
848.420284, 0.108162
848.494430, 0.107497
848.565758, 0.106861
848.634250, 0.106252
848.699889, 0.105670
848.762656, 0.105115
848.822533, 0.104588
848.879504, 0.104087
848.933550, 0.103613
848.984654, 0.103167
849.032797, 0.102747
849.077963, 0.102353
849.120134, 0.101986
849.159291, 0.101646
849.195418, 0.101333
849.228496, 0.101047
849.258508, 0.100787
849.285435, 0.100554
849.309261, 0.100347
849.329968, 0.100168
849.347538, 0.100016
849.361953, 0.099891
849.373195, 0.099794
849.381247, 0.099724
849.386092, 0.099682
849.387710, 0.099668
