# Wavelength  (nm), QE (%)
360.440582, 0.163752
360.446464, 0.163837
360.463997, 0.164090
360.493011, 0.164508
360.533337, 0.165090
360.584804, 0.165835
360.647244, 0.166743
360.720485, 0.167812
360.804358, 0.169042
360.898694, 0.170435
361.003323, 0.171991
361.118074, 0.173711
361.242778, 0.175597
361.377266, 0.177650
361.521367, 0.179873
361.674912, 0.182269
361.837730, 0.184839
362.009653, 0.187588
362.190510, 0.190518
362.380131, 0.193634
362.578347, 0.196940
362.784988, 0.200439
362.999884, 0.204138
363.222865, 0.208039
363.453761, 0.212150
363.692404, 0.216475
363.938622, 0.221021
364.192246, 0.225793
364.453106, 0.230797
364.721033, 0.236042
364.995857, 0.241532
365.277407, 0.247276
365.565515, 0.253282
365.860010, 0.259556
366.160722, 0.266107
366.467482, 0.272943
366.780120, 0.280072
367.098466, 0.287504
367.422350, 0.295246
367.751603, 0.303308
368.086054, 0.311700
368.425535, 0.320430
368.769874, 0.329508
369.118903, 0.338944
369.472451, 0.348748
369.830349, 0.358929
370.192427, 0.369497
370.558515, 0.380462
370.928444, 0.391834
371.302043, 0.403623
371.679142, 0.415838
372.059573, 0.428490
372.443164, 0.441587
372.829747, 0.455138
373.219152, 0.469154
373.611208, 0.483641
374.005746, 0.498610
374.402596, 0.514066
374.801589, 0.530018
375.202554, 0.546472
375.605322, 0.563435
376.009723, 0.580911
376.415587, 0.598906
376.822744, 0.617422
377.231025, 0.636463
377.640260, 0.656030
378.050278, 0.676124
378.460911, 0.696744
378.871988, 0.717887
379.283340, 0.739551
379.694796, 0.761731
380.106188, 0.784419
380.517344, 0.807608
380.928096, 0.831287
381.338274, 0.855444
381.747707, 0.880066
382.156226, 0.905135
382.563662, 0.930635
382.969844, 0.956543
383.374602, 0.982837
383.777767, 1.009492
384.179170, 1.036480
384.578639, 1.063769
384.976006, 1.091328
385.371100, 1.119119
385.763752, 1.147105
386.153792, 1.175244
386.541051, 1.203493
386.925358, 1.231803
387.306543, 1.260126
387.684437, 1.288410
388.058870, 1.316600
388.429673, 1.344638
388.796675, 1.372464
389.159706, 1.400016
389.518597, 1.427230
389.873179, 1.454039
390.223280, 1.480374
390.568732, 1.506165
390.909365, 1.531340
390.909365, 1.531340
391.247151, 1.556355
391.584236, 1.581723
391.920707, 1.607446
392.256652, 1.633525
392.592158, 1.659963
392.927314, 1.686761
393.262205, 1.713921
393.596921, 1.741444
393.931548, 1.769332
394.266174, 1.797585
394.600887, 1.826205
394.935775, 1.855192
395.270924, 1.884548
395.606422, 1.914272
395.942358, 1.944367
396.278818, 1.974831
396.615891, 2.005665
396.953663, 2.036868
397.292223, 2.068442
397.631657, 2.100384
397.972054, 2.132696
398.313501, 2.165375
398.656085, 2.198421
398.999894, 2.231833
399.345017, 2.265609
399.691539, 2.299749
400.039550, 2.334249
400.389136, 2.369108
400.740385, 2.404324
401.093384, 2.439894
401.448222, 2.475815
401.804985, 2.512085
402.163762, 2.548700
402.524639, 2.585656
402.887705, 2.622951
403.253047, 2.660579
403.620753, 2.698537
403.990909, 2.736820
404.363605, 2.775423
404.738926, 2.814341
405.116962, 2.853569
405.497799, 2.893100
405.881525, 2.932929
406.268227, 2.973049
406.657994, 3.013454
407.050912, 3.054137
407.447070, 3.095090
407.846555, 3.136306
408.249454, 3.177776
408.655855, 3.219493
409.065845, 3.261448
409.479513, 3.303632
409.896945, 3.346036
410.318230, 3.388650
410.743454, 3.431464
411.172706, 3.474468
411.606073, 3.517650
412.043643, 3.561001
412.485502, 3.604509
412.931740, 3.648162
413.382442, 3.691948
413.837698, 3.735855
414.297594, 3.779870
414.762218, 3.823980
415.231657, 3.868171
415.706000, 3.912429
416.185333, 3.956742
416.669744, 4.001093
417.159322, 4.045469
417.654153, 4.089853
418.154324, 4.134232
418.659925, 4.178588
419.171041, 4.222906
419.687761, 4.267169
420.210173, 4.311360
420.738363, 4.355463
421.272420, 4.399460
421.812431, 4.443334
422.358483, 4.487065
422.910664, 4.530637
423.469062, 4.574031
424.033765, 4.617227
424.604859, 4.660207
425.182432, 4.702951
425.766573, 4.745440
426.357368, 4.787655
426.954905, 4.829574
427.559272, 4.871178
428.170556, 4.912447
428.788845, 4.953360
429.414227, 4.993896
430.046788, 5.034034
430.686617, 5.073753
431.333801, 5.113033
431.988428, 5.151851
432.650585, 5.190186
433.320359, 5.228017
433.997840, 5.265323
434.683113, 5.302081
434.683113, 5.302081
435.385774, 5.339152
436.114930, 5.377445
436.870278, 5.416959
437.651517, 5.457691
438.458342, 5.499641
439.290453, 5.542806
440.147546, 5.587186
441.029319, 5.632778
441.935468, 5.679581
442.865693, 5.727594
443.819690, 5.776815
444.797156, 5.827241
445.797789, 5.878871
446.821287, 5.931702
447.867347, 5.985731
448.935667, 6.040955
450.025943, 6.097372
451.137874, 6.154977
452.271157, 6.213766
453.425489, 6.273734
454.600567, 6.334877
455.796090, 6.397189
457.011755, 6.460664
458.247259, 6.525294
459.502300, 6.591072
460.776574, 6.657991
462.069781, 6.726041
463.381616, 6.795212
464.711778, 6.865495
466.059963, 6.936877
467.425870, 7.009347
468.809196, 7.082892
470.209639, 7.157496
471.626895, 7.233146
473.060662, 7.309825
474.510639, 7.387515
475.976521, 7.466198
477.458007, 7.545855
478.954794, 7.626464
480.466580, 7.708004
481.993062, 7.790450
483.533938, 7.873779
485.088904, 7.957963
486.657659, 8.042977
488.239899, 8.128789
489.835324, 8.215370
491.443629, 8.302688
493.064512, 8.390709
494.697671, 8.479397
496.342803, 8.568716
497.999606, 8.658628
499.667777, 8.749092
501.347014, 8.840066
503.037014, 8.931507
504.737474, 9.023369
506.448092, 9.115604
508.168566, 9.208165
509.898593, 9.300999
511.637870, 9.394055
513.386095, 9.487278
515.142966, 9.580611
516.908179, 9.673997
518.681432, 9.767375
520.462423, 9.860684
522.250850, 9.953860
524.046409, 10.046837
525.848798, 10.139548
527.657714, 10.231924
529.472856, 10.323895
531.293920, 10.415387
533.120604, 10.506326
534.952606, 10.596637
536.789622, 10.686241
538.631351, 10.775060
540.477490, 10.863013
542.327736, 10.950017
544.181786, 11.035990
546.039339, 11.120845
547.900092, 11.204498
549.763741, 11.286860
551.629986, 11.367844
553.498522, 11.447359
555.369048, 11.525315
557.241261, 11.601622
559.114858, 11.676186
560.989537, 11.748916
562.864996, 11.819718
564.740931, 11.888499
566.617041, 11.955165
568.493022, 12.019623
570.368573, 12.081778
572.243390, 12.141537
574.117172, 12.198808
575.989615, 12.253496
577.860417, 12.305511
579.729276, 12.354759
581.595889, 12.401152
583.459953, 12.444600
585.321167, 12.485015
585.321167, 12.485015
587.199229, 12.523565
589.113605, 12.561394
591.063300, 12.598504
593.047320, 12.634898
595.064668, 12.670580
597.114350, 12.705551
599.195370, 12.739817
601.306733, 12.773381
603.447445, 12.806246
605.616509, 12.838417
607.812931, 12.869898
610.035716, 12.900693
612.283868, 12.930808
614.556392, 12.960248
616.852293, 12.989017
619.170576, 13.017121
621.510245, 13.044566
623.870306, 13.071357
626.249763, 13.097501
628.647622, 13.123003
631.062886, 13.147869
633.494561, 13.172107
635.941651, 13.195722
638.403162, 13.218722
640.878098, 13.241114
643.365464, 13.262904
645.864265, 13.284099
648.373505, 13.304709
650.892190, 13.324738
653.419324, 13.344197
655.953912, 13.363091
658.494960, 13.381430
661.041471, 13.399221
663.592450, 13.416473
666.146903, 13.433193
668.703834, 13.449391
671.262248, 13.465074
673.821150, 13.480252
676.379544, 13.494933
678.936436, 13.509126
681.490830, 13.522840
684.041732, 13.536084
686.588145, 13.548868
689.129075, 13.561199
691.663527, 13.573089
694.190505, 13.584545
696.709014, 13.595578
699.218059, 13.606198
701.716645, 13.616413
704.203777, 13.626233
706.678460, 13.635669
709.139697, 13.644730
711.586495, 13.653425
714.017857, 13.661766
716.432790, 13.669761
718.830297, 13.677421
721.209383, 13.684756
723.569054, 13.691776
725.908313, 13.698491
728.226167, 13.704912
730.521619, 13.711048
732.793675, 13.716911
735.041339, 13.722510
737.263616, 13.727855
739.459511, 13.732958
741.628029, 13.737828
743.768174, 13.742476
745.878952, 13.746912
747.959368, 13.751148
750.008425, 13.755193
752.025129, 13.759058
754.008485, 13.762753
755.957497, 13.766290
757.871171, 13.769678
759.748510, 13.772929
761.588521, 13.776053
763.390208, 13.779060
765.152575, 13.781962
766.874627, 13.784769
768.555370, 13.787491
770.193808, 13.790140
771.788946, 13.792725
773.339789, 13.795259
774.845341, 13.797751
776.304607, 13.800211
777.716593, 13.802652
779.080302, 13.805084
780.394741, 13.807517
781.658913, 13.809962
782.871823, 13.812430
784.032477, 13.814931
785.139879, 13.817477
786.193034, 13.820078
787.190946, 13.822745
788.132621, 13.825489
789.017063, 13.828321
789.843278, 13.831251
790.610270, 13.834290
791.317043, 13.837450
791.317043, 13.837450
792.075147, 13.840684
792.840640, 13.843192
793.613279, 13.844936
794.392819, 13.845877
795.179016, 13.845978
795.971624, 13.845200
796.770401, 13.843507
797.575100, 13.840860
798.385478, 13.837223
799.201290, 13.832559
800.022292, 13.826831
800.848239, 13.820002
801.678886, 13.812036
802.513990, 13.802898
803.353306, 13.792553
804.196589, 13.780966
805.043595, 13.768101
805.894079, 13.753926
806.747798, 13.738407
807.604505, 13.721510
808.463958, 13.703205
809.325911, 13.683458
810.190120, 13.662240
811.056340, 13.639519
811.924328, 13.615267
812.793838, 13.589455
813.664627, 13.562054
814.536448, 13.533037
815.409060, 13.502379
816.282215, 13.470053
817.155671, 13.436037
818.029183, 13.400305
818.902506, 13.362837
819.775396, 13.323610
820.647608, 13.282605
821.518898, 13.239803
822.389021, 13.195185
823.257733, 13.148735
824.124790, 13.100439
824.989947, 13.050281
825.852959, 12.998250
826.713582, 12.944334
827.571572, 12.888522
828.426683, 12.830807
829.278672, 12.771181
830.127295, 12.709639
830.972306, 12.646176
831.813461, 12.580791
832.650516, 12.513482
833.483226, 12.444249
834.311347, 12.373096
835.134634, 12.300025
835.952843, 12.225043
836.765729, 12.148156
837.573048, 12.069373
838.374555, 11.988705
839.170007, 11.906164
839.959158, 11.821764
840.741763, 11.735521
841.517579, 11.647452
842.286362, 11.557577
843.047865, 11.465915
843.801846, 11.372490
844.548060, 11.277327
845.286261, 11.180451
846.016206, 11.081889
846.737651, 10.981672
847.450350, 10.879831
848.154059, 10.776398
848.848534, 10.671407
849.533530, 10.564896
850.208803, 10.456901
850.874109, 10.347462
851.529202, 10.236620
852.173838, 10.124416
852.807774, 10.010896
853.430764, 9.896103
854.042564, 9.780084
854.642929, 9.662889
855.231616, 9.544564
855.808379, 9.425162
856.372974, 9.304734
856.925156, 9.183332
857.464682, 9.061011
857.991306, 8.937826
858.504785, 8.813833
859.004873, 8.689087
859.491326, 8.563648
859.963901, 8.437574
860.422351, 8.310924
860.866433, 8.183757
861.295903, 8.056135
861.710516, 7.928117
862.110026, 7.799767
862.494191, 7.671144
862.862765, 7.542312
863.215505, 7.413333
863.552164, 7.284268
863.872500, 7.155181
863.872500, 7.155181
864.183987, 7.027051
864.494039, 6.900764
864.802662, 6.776287
865.109861, 6.653589
865.415642, 6.532640
865.720009, 6.413411
866.022968, 6.295875
866.324524, 6.180003
866.624683, 6.065770
866.923450, 5.953151
867.220831, 5.842120
867.516830, 5.732655
867.811452, 5.624731
868.104704, 5.518328
868.396591, 5.413423
868.687117, 5.309996
868.976289, 5.208026
869.264111, 5.107495
869.550589, 5.008383
869.835728, 4.910672
870.119534, 4.814344
870.402011, 4.719382
870.683166, 4.625770
870.963003, 4.533492
871.241527, 4.442531
871.518745, 4.352874
871.794661, 4.264504
872.069281, 4.177409
872.342610, 4.091573
872.614654, 4.006985
872.885417, 3.923630
873.154905, 3.841495
873.423123, 3.760570
873.690077, 3.680840
873.955772, 3.602296
874.220213, 3.524924
874.483406, 3.448715
874.745356, 3.373657
875.006068, 3.299739
875.265548, 3.226951
875.523800, 3.155283
875.780831, 3.084725
876.036645, 3.015266
876.291249, 2.946898
876.544646, 2.879610
876.796843, 2.813394
877.047844, 2.748240
877.297656, 2.684138
877.546283, 2.621081
877.793731, 2.559058
878.040005, 2.498062
878.285111, 2.438084
878.529053, 2.379114
878.771837, 2.321145
879.013469, 2.264168
879.253954, 2.208174
879.493296, 2.153156
879.731502, 2.099104
879.968576, 2.046010
880.204525, 1.993866
880.439352, 1.942664
880.673065, 1.892396
880.905667, 1.843052
881.137165, 1.794625
881.367563, 1.747106
881.596867, 1.700487
881.825082, 1.654760
882.052214, 1.609916
882.278268, 1.565946
882.503249, 1.522843
882.727162, 1.480598
882.950013, 1.439201
883.171808, 1.398645
883.392551, 1.358921
883.612247, 1.320021
883.830903, 1.281934
884.048524, 1.244653
884.265114, 1.208169
884.480679, 1.172473
884.695224, 1.137556
884.908755, 1.103408
885.121278, 1.070021
885.332796, 1.037386
885.543317, 1.005494
885.752844, 0.974334
885.961384, 0.943899
886.168941, 0.914178
886.375521, 0.885162
886.581130, 0.856842
886.785772, 0.829208
886.989453, 0.802251
887.192178, 0.775961
887.393953, 0.750328
887.594783, 0.725344
887.794673, 0.700997
887.993628, 0.677279
888.191655, 0.654180
888.388757, 0.631689
888.584941, 0.609798
888.584941, 0.609798
888.745841, 0.592344
888.907197, 0.575430
889.068967, 0.559040
889.231107, 0.543159
889.393575, 0.527772
889.556327, 0.512866
889.719322, 0.498427
889.882515, 0.484441
890.045865, 0.470895
890.209328, 0.457776
890.372862, 0.445071
890.536423, 0.432769
890.699969, 0.420857
890.863457, 0.409324
891.026844, 0.398158
891.190087, 0.387349
891.353143, 0.376885
891.515970, 0.366756
891.678524, 0.356952
891.840763, 0.347463
892.002643, 0.338279
892.164123, 0.329391
892.325158, 0.320790
892.485707, 0.312466
892.645726, 0.304412
892.805173, 0.296619
892.964004, 0.289079
893.122177, 0.281783
893.279649, 0.274726
893.436376, 0.267898
893.592317, 0.261292
893.747428, 0.254903
893.901667, 0.248723
894.054990, 0.242745
894.207354, 0.236963
894.358718, 0.231372
894.509037, 0.225964
894.658269, 0.220735
894.806372, 0.215679
894.953302, 0.210790
895.099016, 0.206064
895.243472, 0.201494
895.386626, 0.197077
895.528437, 0.192808
895.668860, 0.188682
895.807854, 0.184694
895.945374, 0.180841
896.081379, 0.177118
896.215826, 0.173521
896.348671, 0.170047
