# Wavelength  (nm), QE (%)
896.479872, 0.166692
896.609386, 0.163453
896.737170, 0.160325
896.863181, 0.157305
896.987376, 0.154392
897.109713, 0.151580
897.230148, 0.148868
897.348639, 0.146253
897.465143, 0.143731
897.579617, 0.141300
897.692018, 0.138958
897.802303, 0.136703
897.910429, 0.134531
898.016354, 0.132441
898.120035, 0.130431
898.221428, 0.128498
898.320491, 0.126640
898.417181, 0.124857
898.511456, 0.123145
898.603271, 0.121503
898.692585, 0.119930
898.779355, 0.118423
898.863537, 0.116982
898.945089, 0.115606
899.023968, 0.114292
899.100131, 0.113039
899.173535, 0.111847
899.244138, 0.110714
899.311896, 0.109639
899.376767, 0.108622
899.438707, 0.107660
899.497674, 0.106755
899.553626, 0.105903
899.606518, 0.105106
899.656309, 0.104362
899.702955, 0.103671
899.746413, 0.103033
899.786642, 0.102446
899.823597, 0.101910
899.857236, 0.101426
899.887516, 0.100993
899.914394, 0.100610
899.937827, 0.100278
899.957773, 0.099997
899.974189, 0.099766
899.987031, 0.099587
899.996257, 0.099458
900.001824, 0.099380
900.003690, 0.099354
