# Wavelength  (nm), QE (%)
279.598808, 3.420732
279.609985, 3.421819
279.643257, 3.425056
279.698232, 3.430407
279.774519, 3.437844
279.871729, 3.447338
279.989469, 3.458867
280.127349, 3.472409
280.284979, 3.487947
280.461968, 3.505467
280.657924, 3.524956
280.872457, 3.546403
281.105176, 3.569803
281.355690, 3.595149
281.623609, 3.622438
281.908541, 3.651668
282.210097, 3.682840
282.527884, 3.715957
282.861513, 3.751020
283.210592, 3.788036
283.574730, 3.827011
283.953538, 3.867951
284.346623, 3.910866
284.753596, 3.955765
285.174064, 4.002658
285.607639, 4.051556
286.053928, 4.102470
286.512541, 4.155413
286.983087, 4.210397
287.465176, 4.267435
287.958415, 4.326539
288.462416, 4.387722
288.976786, 4.450997
289.501136, 4.516376
290.035073, 4.583871
290.578208, 4.653493
291.130150, 4.725252
291.690507, 4.799159
292.258890, 4.875222
292.834906, 4.953449
293.418166, 5.033846
294.008279, 5.116417
294.604853, 5.201166
295.207498, 5.288092
295.815823, 5.377197
296.429437, 5.468475
297.047950, 5.561922
297.670971, 5.657529
298.298108, 5.755285
298.928972, 5.855176
299.563171, 5.957183
300.200314, 6.061287
300.840010, 6.167462
301.481870, 6.275680
302.125501, 6.385908
302.770514, 6.498109
303.416517, 6.612241
304.063119, 6.728258
304.709931, 6.846109
305.356560, 6.965736
306.002616, 7.087079
306.647709, 7.210068
307.291447, 7.334630
307.933439, 7.460687
308.573296, 7.588151
309.210625, 7.716932
309.845037, 7.846929
310.476140, 7.978039
311.103544, 8.110147
311.726858, 8.243136
312.345690, 8.376878
312.959651, 8.511240
313.568349, 8.646081
314.171394, 8.781253
314.768394, 8.916601
315.358959, 9.051962
315.942699, 9.187165
316.519221, 9.322034
317.088137, 9.456383
317.649053, 9.590022
318.201581, 9.722752
318.745329, 9.854367
319.279906, 9.984657
319.804921, 10.113403
320.319984, 10.240382
320.824704, 10.365364
321.318689, 10.488115
321.801550, 10.608395
322.272895, 10.725961
322.732334, 10.840566
323.179476, 10.951957
323.613929, 11.059883
324.035304, 11.164087
324.443208, 11.264313
324.837253, 11.360302
325.217046, 11.451798
325.582197, 11.538543
325.932314, 11.620282
326.267008, 11.696763
326.585888, 11.767736
326.585888, 11.767736
326.899872, 11.836990
327.220029, 11.908507
327.546453, 11.982290
327.879242, 12.058340
328.218491, 12.136663
328.564297, 12.217261
328.916756, 12.300140
329.275964, 12.385303
329.642017, 12.472755
330.015012, 12.562503
330.395045, 12.654550
330.782212, 12.748903
331.176609, 12.845568
331.578333, 12.944549
331.987479, 13.045853
332.404144, 13.149486
332.828424, 13.255454
333.260416, 13.363762
333.700214, 13.474417
334.147917, 13.587424
334.603620, 13.702788
335.067418, 13.820516
335.539409, 13.940612
336.019689, 14.063082
336.508353, 14.187929
337.005499, 14.315158
337.511221, 14.444773
338.025617, 14.576778
338.548783, 14.711175
339.080814, 14.847968
339.621808, 14.987157
340.171860, 15.128745
340.731066, 15.272732
341.299523, 15.419118
341.877327, 15.567902
342.464573, 15.719083
343.061360, 15.872659
343.667781, 16.028626
344.283935, 16.186981
344.909916, 16.347718
345.545822, 16.510830
346.191748, 16.676312
346.847791, 16.844154
347.514046, 17.014346
348.190610, 17.186879
348.877580, 17.361740
349.575051, 17.538916
350.283120, 17.718392
351.001883, 17.900151
351.731435, 18.084175
352.471874, 18.270447
353.223296, 18.458943
353.985796, 18.649643
354.759471, 18.842521
355.544417, 19.037551
356.340731, 19.234705
357.148508, 19.433954
357.967845, 19.635265
358.798838, 19.838605
359.641583, 20.043937
360.496177, 20.251224
361.362715, 20.460425
362.241294, 20.671498
363.132010, 20.884398
364.034960, 21.099078
364.950238, 21.315489
365.877943, 21.533578
366.818169, 21.753291
367.771014, 21.974572
368.736573, 22.197361
369.714942, 22.421595
370.706218, 22.647210
371.710497, 22.874139
372.727876, 23.102311
373.758449, 23.331653
374.802314, 23.562090
375.859568, 23.793542
376.930305, 24.025929
378.014622, 24.259166
379.112616, 24.493165
380.224382, 24.727836
381.350017, 24.963086
382.489618, 25.198819
383.643279, 25.434936
384.811098, 25.671334
385.993171, 25.907907
387.189594, 26.144549
388.400463, 26.381147
389.625874, 26.617587
390.865924, 26.853753
392.120709, 27.089524
393.390325, 27.324777
394.674867, 27.559385
395.974434, 27.793222
397.289120, 28.026153
398.619021, 28.258046
399.964235, 28.488763
401.324857, 28.718164
402.700984, 28.946107
402.700984, 28.946107
404.095375, 29.173364
405.510640, 29.400761
406.946379, 29.628235
408.402193, 29.855720
409.877682, 30.083149
411.372449, 30.310453
412.886093, 30.537564
414.418216, 30.764409
415.968419, 30.990916
417.536303, 31.217011
419.121468, 31.442619
420.723516, 31.667662
422.342047, 31.892064
423.976663, 32.115744
425.626965, 32.338622
427.292553, 32.560616
428.973029, 32.781643
430.667993, 33.001618
432.377047, 33.220455
434.099791, 33.438068
435.835826, 33.654368
437.584754, 33.869267
439.346174, 34.082674
441.119689, 34.294498
442.904900, 34.504647
444.701406, 34.713026
446.508810, 34.919543
448.326712, 35.124101
450.154712, 35.326605
451.992413, 35.526958
453.839415, 35.725063
455.695319, 35.920820
457.559725, 36.114132
459.432236, 36.304898
461.312451, 36.493019
463.199973, 36.678393
465.094401, 36.860921
466.995336, 37.040500
468.902381, 37.217028
470.815135, 37.390405
472.733200, 37.560527
474.656176, 37.727292
476.583665, 37.890599
478.515268, 38.050345
480.450585, 38.206427
482.389217, 38.358745
484.330766, 38.507196
486.274833, 38.651679
488.221017, 38.792094
490.168922, 38.928339
492.118146, 39.060315
494.068292, 39.187923
496.018959, 39.311065
497.969750, 39.429643
499.920266, 39.543561
501.870106, 39.652723
503.818872, 39.757034
505.766166, 39.856402
507.711587, 39.950735
509.654738, 40.039941
511.595218, 40.123933
513.532630, 40.202622
515.466573, 40.275923
517.396649, 40.343751
519.322459, 40.406025
521.243603, 40.462664
523.159684, 40.513590
525.070301, 40.558726
526.975056, 40.598000
528.873549, 40.631339
530.765382, 40.658675
