# Wavelength (nm), Transmission (%)
495.91045,	3.36886
496.79475,	2.26664
500.36731,	1.42376
507.53592,	2.10455
514.68716,	1.03475
520.96117,	1.78037
522.76310,	2.93661
529.01440,	1.39135
536.17946,	1.71553
543.33778,	1.35893
550.50799,	2.20180
554.97128,	0.90507
561.23147,	0.25671
568.39718,	0.64573
575.55936,	0.67815
582.71703,	0.25671
589.88145,	0.51606
596.15888,	1.60531
602.41469,	0.51606
609.57397,	0.25671
616.73808,	0.48364
623.01488,	1.51021
623.91826,	2.33147
626.02128,	3.75788
627.83532,	6.13521
626.63225,	5.18428
629.35138,	8.55577
628.44586,	7.51839
632.94324,	9.65799
638.31528,	9.72283
640.41701,	11.01955
642.23363,	13.65624
641.92386,	12.51079
643.76255,	17.37352
643.75226,	16.33614
642.84674,	15.29876
645.61476,	23.59782
645.60447,	22.56044
645.59418,	21.52305
644.68865,	20.48567
644.67836,	19.44829
644.66807,	18.41091
647.78423,	31.72398
647.47339,	30.47048
647.46310,	29.43310
647.45474,	28.59022
646.55115,	27.74735
646.54086,	26.70997
646.53057,	25.67259
646.52028,	24.63520
649.68189,	42.53005
649.37061,	41.23333
649.36032,	40.19594
649.35003,	39.15856
649.34103,	38.25085
648.43679,	37.34314
648.42650,	36.30576
648.41621,	35.26837
648.40592,	34.23099
648.39563,	33.19361
651.58897,	54.28706
651.27812,	53.03355
651.26783,	51.99617
651.25754,	50.95879
651.24790,	49.98624
650.34559,	49.27304
650.33530,	48.23566
650.32501,	47.19828
650.31472,	46.16089
650.30443,	45.12351
650.29414,	44.08613
653.50548,	66.99500
653.19464,	65.74149
653.18435,	64.70411
653.17406,	63.66673
653.16441,	62.69418
652.26211,	61.98098
652.25182,	60.94360
652.24153,	59.90621
652.23124,	58.86883
652.22095,	57.83145
652.21066,	56.79407
652.20037,	55.75668
655.39113,	76.59079
655.08029,	75.33728
655.07064,	74.36473
654.16833,	73.65153
654.15804,	72.61415
654.14775,	71.57677
654.13746,	70.53939
654.12717,	69.50200
654.11688,	68.46462
656.91834,	80.13518
656.01282,	79.09779
656.00253,	78.06041
659.02865,	82.29639
657.82386,	81.17256
660.85599,	86.01368
660.54557,	84.80340
659.64005,	83.76602
663.72712,	89.66613
661.47939,	88.69358
661.46910,	87.65620
665.09311,	92.00024
666.27454,	90.76835
668.64639,	89.21227
669.52876,	87.91555
669.51911,	86.94300
670.99465,	85.27887
675.40024,	84.18097
675.75036,	83.37700
678.75976,	85.92723
680.57294,	88.21812
679.37116,	87.39685
682.39642,	91.54639
681.19249,	90.50900
681.18220,	89.47162
684.21304,	94.18307
683.00868,	93.10246
687.68781,	95.51437
690.17825,	93.88050
690.76263,	92.62699
691.94813,	91.80573
692.83050,	90.50900
692.82085,	89.53646
694.29640,	87.87232
697.26550,	86.35947
699.40659,	85.60737
703.54755,	87.91555
702.64203,	86.87816
705.65915,	90.20643
704.45307,	88.95293
707.46676,	91.93540
710.94607,	93.72489
711.67023,	94.52886
715.23958,	93.36181
716.12324,	92.19475
717.59985,	90.63868
719.37488,	89.08260
723.23975,	87.62378
728.31905,	88.26134
730.42122,	89.60129
732.22197,	90.63868
735.81511,	91.87057
740.87759,	90.81157
742.95446,	89.60129
744.73463,	88.56391
