# Wavelength (nm), Transmission (%)
401.08573,	95.05006
403.09364,	95.01744
404.47050,	94.18951
406.76526,	95.13877
405.96209,	94.20214
409.30862,	94.83546
411.12530,	95.42757
411.69899,	94.63207
412.84637,	93.99993
414.37621,	94.96939
416.57536,	94.75576
416.57536,	93.90656
416.28851,	93.37860
418.81275,	95.48467
418.87012,	94.48094
421.16488,	95.07828
421.16488,	93.91541
423.17279,	95.73674
423.55525,	94.97180
425.12334,	93.52780
426.32809,	94.20748
427.47547,	95.35535
427.76231,	96.22758
428.90969,	95.40163
429.77023,	94.04772
429.77023,	93.42804
430.91761,	94.62181
432.00762,	95.85535
433.21237,	94.89783
434.07290,	93.54392
434.64659,	92.87848
435.50713,	94.02628
436.48240,	95.45870
437.32381,	96.23008
438.94926,	94.94523
439.61857,	94.42518
441.24402,	95.84094
441.53087,	96.64431
442.67825,	94.80850
442.67825,	95.86426
442.86948,	94.02821
444.20809,	92.89629
445.54670,	93.87590
446.40723,	94.99309
445.54670,	93.01905
446.69408,	95.89592
447.84146,	95.13117
448.12830,	93.61646
449.33305,	92.30396
450.32745,	93.38752
450.90114,	94.85656
450.70991,	92.83679
452.08676,	96.25843
451.28360,	94.30583
453.29151,	95.49982
454.53451,	94.24548
456.63804,	95.71491
455.87312,	94.49064
457.30734,	96.42658
458.45472,	95.31757
459.54473,	94.18559
460.74948,	93.94109
461.61002,	95.56321
462.47055,	96.58094
463.61793,	95.82385
464.19162,	94.90595
465.28163,	93.83823
466.48638,	94.63113
467.06007,	95.54934
468.20745,	96.40649
469.64168,	95.35110
470.50221,	94.27261
471.64959,	93.94394
472.22328,	94.95395
473.27505,	95.96409
473.84874,	96.53547
475.09173,	95.50554
475.66542,	94.63354
476.81280,	93.86879
478.24703,	94.77192
478.24703,	95.59817
479.85336,	96.19227
481.11548,	95.87434
481.40232,	95.04817
482.72181,	94.19166
484.55762,	95.41621
483.98393,	94.40620
485.41815,	96.21974
486.85238,	96.24307
487.42607,	95.20275
488.28660,	94.13957
490.29452,	94.77508
489.72083,	93.94868
490.86821,	95.60148
491.90085,	96.13422
493.16297,	96.06111
493.73666,	95.14320
494.59719,	94.14122
496.60511,	94.68493
496.03142,	93.95034
497.17880,	95.46543
498.03933,	96.04709
499.76040,	95.78742
500.04725,	95.00715
500.62094,	94.23716
502.34200,	94.08970
503.48938,	95.08456
504.34992,	95.92633
506.07099,	95.94208
506.35783,	95.33012
506.93152,	94.68764
507.79206,	93.90752
509.79997,	94.59658
509.22628,	93.77018
511.17683,	95.67413
512.85965,	95.48484
513.81580,	94.68944
514.67634,	93.86342
516.68425,	94.41478
516.11056,	93.58838
517.83163,	95.44024
519.55270,	95.78241
520.70008,	94.74480
522.13431,	93.95718
524.14222,	94.76100
523.56853,	93.95755
525.48083,	95.53915
525.86329,	95.97787
527.58436,	95.01947
528.15805,	94.24437
530.16597,	93.89808
531.60019,	94.61250
532.46073,	95.42877
534.46864,	95.33749
535.04233,	94.58280
536.47656,	93.82323
538.48447,	94.08387
539.05816,	94.84907
541.06608,	95.43868
542.78715,	94.88065
543.07399,	94.06467
545.25401,	93.52869
546.70736,	94.09623
547.95036,	95.10386
549.67143,	94.95895
550.72319,	94.21969
551.96619,	93.37591
553.97410,	93.44529
554.93025,	94.15959
556.55571,	94.92251
558.18116,	94.40525
559.13731,	93.46960
561.14523,	92.80453
563.15314,	93.51910
563.72683,	94.24350
565.44790,	94.61117
566.78651,	93.84647
567.55143,	93.05103
569.17688,	92.51592
571.18480,	92.97038
571.75849,	93.76617
573.76640,	94.62865
575.48747,	94.07827
576.57749,	93.21252
578.35592,	92.87025
579.79015,	93.52346
580.50726,	94.27850
582.37175,	95.18174
584.23625,	94.46308
584.95336,	93.72883
586.38758,	92.91826
588.39550,	93.17890
588.96919,	93.83189
590.11657,	94.71709
592.12448,	95.13074
593.55871,	94.22836
594.70609,	93.12700
596.71400,	92.83681
598.72192,	94.06906
598.14823,	93.24266
600.15614,	95.14050
601.87721,	95.12565
603.02459,	94.54451
603.31144,	93.82545
604.68829,	92.74250
606.75358,	92.70428
607.90096,	93.68129
609.04834,	94.73735
611.05625,	95.38817
612.49048,	94.60055
613.63786,	93.52214
615.07208,	92.58916
617.08000,	92.81920
617.65369,	93.56909
618.22738,	94.21188
618.80107,	94.93117
620.23529,	95.76545
622.24321,	95.43190
622.81690,	94.53440
623.96428,	93.52484
625.39850,	92.56126
627.40642,	93.29623
626.83273,	92.51573
628.55380,	94.35229
629.12749,	95.08689
629.70118,	95.76028
631.42224,	96.12795
632.76085,	95.27145
633.71700,	94.38425
633.71700,	93.80282
634.86438,	92.96922
636.87230,	92.68668
638.30652,	93.71221
639.45390,	94.81418
640.02759,	95.72218
642.03551,	96.13073
643.46973,	95.34311
644.61711,	94.26470
645.76449,	93.29594
647.19872,	92.88829
648.63294,	93.54151
649.20663,	94.35771
650.46875,	95.30057
652.36193,	96.06459
653.98738,	95.34842
654.94353,	94.45102
656.09091,	93.31140
658.09883,	92.93705
660.10674,	94.06220
659.53305,	93.25875
661.06289,	94.73824
662.68835,	95.57001
664.40942,	95.50926
665.55680,	94.82102
667.27787,	93.97227
669.57263,	93.92697
671.86739,	94.52431
674.16215,	94.43310
676.45691,	93.53860
678.75167,	93.26379
681.04643,	93.83817
683.34119,	94.41256
685.63595,	95.00989
687.93071,	95.37007
689.07809,	94.36816
689.55616,	93.14421
690.22547,	91.84381
690.79916,	90.46688
691.80311,	89.06711
692.42461,	88.34048
693.81103,	90.28406
694.91060,	93.05381
694.52814,	92.05150
694.81498,	89.50398
695.10183,	94.55335
695.48429,	91.49327
695.67552,	90.42225
696.24921,	93.17657
696.24921,	92.44212
696.53605,	85.64860
696.53605,	84.91415
696.53605,	84.17971
696.63167,	83.29228
696.24921,	82.71075
696.24921,	81.97631
696.24921,	81.24186
696.24921,	80.27791
696.82290,	88.58645
696.82290,	87.85200
696.82290,	87.11756
696.82290,	86.38312
697.20536,	75.79499
697.10974,	74.90751
697.10974,	74.17307
697.10974,	73.57633
696.82290,	72.97952
696.82290,	72.24508
696.82290,	71.51064
696.82290,	70.77619
697.39659,	79.03883
697.39659,	78.30439
697.39659,	77.56995
697.39659,	76.83550
697.77905,	67.04302
697.68343,	66.09434
697.68343,	65.35990
697.68343,	64.76316
697.39659,	63.98274
697.39659,	63.24830
697.39659,	62.28434
697.97028,	69.67483
697.97028,	68.94039
697.97028,	68.20594
698.35274,	59.57633
698.25712,	58.65825
698.25712,	58.06152
697.97028,	57.37290
697.97028,	56.63846
698.54397,	61.41249
698.54397,	60.67805
698.92643,	54.55779
698.83081,	53.65501
698.54397,	52.69097
699.11766,	55.72070
699.50012,	50.57970
699.11766,	49.56974
699.69135,	51.68142
700.07381,	47.67268
699.69135,	46.86163
700.26504,	48.56018
700.45627,	45.28584
700.83873,	46.17339
701.12557,	43.64882
701.69926,	42.18008
702.27295,	41.03266
702.75103,	39.71691
703.42033,	38.39356
704.08964,	36.96310
703.70718,	36.07555
704.66333,	34.27029
704.28087,	33.68875
704.28087,	33.04612
704.85456,	35.15779
705.23702,	31.30206
705.14140,	30.47579
704.85456,	29.83308
704.85456,	29.19044
705.42825,	32.40378
705.81071,	27.20157
705.71509,	26.34470
705.42825,	25.33476
706.00194,	28.36449
706.28878,	22.85624
706.28878,	22.12180
706.00194,	21.38728
706.00194,	20.74464
706.57563,	24.32520
706.57563,	23.59076
706.86247,	18.44973
706.86247,	17.71529
706.57563,	16.70535
707.14932,	19.91869
707.14932,	19.18425
707.53178,	14.59408
707.14932,	13.85953
707.14932,	12.89558
707.72301,	15.69579
708.10547,	11.04442
707.72301,	9.95795
708.29670,	12.20734
708.58354,	8.35158
708.29670,	7.61706
708.87039,	9.08610
709.15723,	6.33201
709.82654,	4.89390
710.59146,	3.57823
711.16515,	2.53792
712.31253,	1.64056
714.32044,	0.87094
716.61520,	0.52728
718.90996,	0.36722
721.20472,	0.16126
723.49948,	0.00120
725.79424,	0.25427
728.08900,	0.43848
730.38376,	0.78335
732.67852,	0.66919
734.97328,	0.25667
737.26804,	0.07366
738.70227,	0.18879
741.85756,	0.00601
744.15232,	0.00661
748.74184,	0.19143
750.91367,	0.06593
752.75767,	0.62856
753.33136,	0.26640
755.05243,	0.36139
755.79823,	0.24739
757.92088,	0.05612
760.21564,	0.08098
762.51040,	0.26399
764.80516,	0.22514
767.09992,	0.03558
769.39468,	0.40340
771.68944,	0.95484
773.98420,	0.68002
776.27896,	0.35930
778.57372,	0.08449
780.86848,	0.15394
783.16324,	0.10864
785.45800,	0.20105
787.75276,	0.22460
790.04752,	0.24816
792.24666,	0.26403
794.63704,	0.01985
796.93180,	0.24996
799.22656,	0.66369
801.52132,	0.48068
803.81608,	0.14606
806.11084,	0.34437
808.40560,	0.34377
810.60474,	0.34319
812.99512,	0.34256
815.28988,	0.29606
817.58464,	0.24956
