# Wavelength (nm), Transmission (%)
#Edmund optics stock number: 69-893
565.9236182290429, 1.5869576379941606
565.9184354486159, 1.0546585468108418
565.9145483632958, 0.6554342284233456
569.359801652048, 1.5864568862620985
569.3546188716211, 1.0541577950787797
569.350731786301, 0.6549334766912835
572.8011678554801, 2.1182552257133693
572.7959850750533, 1.5859561345300364
572.7908022946264, 1.0536570433467176
573.6653964916583, 2.650429128963694
575.3731226423072, 1.5855805707309827
576.2269857176316, 1.0531562916146555
576.2230986323115, 0.6539319732271593
579.6618734455301, 0.9195807670867566
578.8002361995653, 0.6535564094281057
583.099352563642, 1.0521547881505313
583.0954654783219, 0.6529304697630351
585.6816729113228, 1.5840783155347964
586.5355359866473, 1.0516540364184692
586.5316489013271, 0.652429718030973
589.108786468581, 0.6520541542319194
600.2770304409014, 0.7169640975006217
602.8535201606019, 0.650051147303671
620.8941309789327, 0.7139595871082491
622.9044019369993, 1.3125039595124548
623.484873344807, 2.110869137665432
624.3296665543846, 0.6469214489782757
626.0555324365274, 1.445119709887237
626.0503496561006, 0.9128206187039041
629.4904201644259, 1.3115441853593381
629.4852373839991, 0.7792450941760052
633.2155435962284, 1.5771512499079279
632.922716502111, 0.9118191152397799
632.0610792561463, 0.6457947575811289
636.3705611810767, 2.108991318670192
636.3653784006499, 1.576692227486859
636.3601956202231, 1.0443931363035404
639.8041532138685, 1.8423410213464706
639.7989704334416, 1.3100419301631376
639.7950833481215, 0.9108176117756415
643.2429280270871, 2.107989815206068
643.2377452466603, 1.575690724022735
643.2325624662335, 1.0433916328394162
645.8226569845544, 2.373763796998688
646.6752243647722, 1.7082647450865096
645.8122914237008, 1.309165614632036
651.8145990055529, 0.17715373033635728
652.6911367452448, 1.9735379751470674
655.2630915320718, 1.440863320164695
655.2475431907912, -0.1560339533852897
658.6940921746502, 0.9080634772492999
669.0019945961126, 0.8400238356552023
676.7340551454276, 0.9054345306559668
691.3358911505397, 0.7036941766009477
693.0585177949158, 1.169205505520324
694.7714267259917, 0.6366560384709743
711.0958893754798, 0.9004270133353316
718.8253585345815, 0.6996881627444367
722.267372585567, 1.2980238885936188
722.2621898051401, 0.7657247974102859
723.9958298579234, 2.3623716950942395
723.9906470774964, 1.8300726039109207
726.0158185292903, 3.9589768634671856
725.7229914351728, 3.2936447287990376
725.717808654746, 2.7613456376157046
724.8445101528209, 1.2976483247945794
727.74686719186, 5.289474215559466
727.4540400977426, 4.624142080891318
726.5703760349637, 2.0958465857035407
729.1669490288184, 4.091592613841968
728.3014246975335, 3.4263439377958207
728.2975376122133, 3.0271196194083245
730.8967019962814, 5.289015193138411
730.8915192158545, 4.756716101955092
732.8912086638829, 4.268483163193338
734.6218254280839, 5.554622257687015
734.3289983339665, 4.889290123018867
736.3528740906536, 6.885119609779295
736.0600469965362, 6.219787475111147
736.0419072650423, 4.356740655969503
738.0891055336501, 8.747916053054908
737.7962784395329, 8.08258391838676
737.7910956591061, 7.550284827203441
738.058008851089, 5.554121505954953
737.7651817569717, 4.888789371286805
739.5338055776363, 10.07845513445821
739.5286227972093, 9.546156043274877
739.5027088950751, 6.8846605873582405
739.4975261146482, 6.352361496174922
741.5537942490031, 11.675060302831156
741.2609671548857, 11.009728168162994
741.2557843744589, 10.477429076979675
741.5278803468689, 9.01356484691452
741.2350532527515, 8.348232712246357
741.2298704723246, 7.815933621063039
741.2246876918978, 7.283634529879706
741.2117307408307, 5.9528868019213945
740.3462064095459, 5.287638125875233
743.0140426342697, 14.602496657784428
743.0088598538428, 14.070197566601095
743.0036770734159, 13.537898475417776
742.9984942929891, 13.005599384234444
742.9933115125623, 12.473300293051125
742.967397610428, 9.811804837134488
742.0772550721156, 6.618135477967527
744.778779369614, 19.392938102568337
744.773596589187, 18.860639011385018
744.7684138087602, 18.328339920201685
744.7632310283334, 17.796040829018352
744.7580482479066, 17.263741737835034
744.7528654674798, 16.7314426466517
744.7476826870528, 16.199143555468382
744.742499906626, 15.666844464285049
744.7373171261991, 15.134545373101716
744.706220443638, 11.94075082600176
744.7010376632111, 11.408451734818428
744.6958548827843, 10.876152643635109
744.6906721023574, 10.343853552451776
744.6809543890571, 9.345792756483036
743.8160779053255, 8.7470814668348
743.8108951248987, 8.214782375651481
743.8057123444719, 7.682483284468148
743.8018252591517, 7.283258966080652
746.5694300070925, 26.844875003268896
746.5642472266657, 26.312575912085563
746.5590644462388, 25.78027682090223
746.553881665812, 25.24797772971891
746.5486988853852, 24.71567863853558
746.5435161049583, 24.18337954735226
746.5383333245314, 23.651080456168927
746.5331505441045, 23.118781364985594
746.5279677636777, 22.586482273802275
746.5227849832509, 22.054183182618942
746.517602202824, 21.521884091435624
746.5124194223972, 20.98958500025229
746.5072366419703, 20.457285909068958
746.5020538615435, 19.92498681788564
746.4502260572749, 14.601995906052366
746.4450432768481, 14.069696814869033
746.4398604964211, 13.537397723685714
746.4346777159943, 13.005098632502381
745.5704490798162, 12.472924729252071
745.5445351776818, 9.811429273335435
748.6827087261429, 38.02286381294172
748.3898816320255, 37.357531678273574
748.3846988515987, 36.82523258709024
748.3795160711718, 36.29293349590692
748.374333290745, 35.76063440472359
748.3691505103181, 35.228335313540256
748.3639677298913, 34.69603622235694
748.3587849494645, 34.163737131173605
748.3536021690376, 33.631438039990286
748.3484193886106, 33.09913894880695
748.3432366081838, 32.56683985762362
748.338053827757, 32.0345407664403
748.3328710473302, 31.50224167525697
748.3276882669034, 30.96994258407365
748.3225054864764, 30.437643492890317
748.3173227060496, 29.905344401706984
748.3121399256227, 29.373045310523665
