# Wavelength  (nm), Reflectance (%)
250.000000, 23.803554
251.000000, 23.343676
252.000000, 22.490593
253.000000, 22.429190
254.000000, 22.280225
255.000000, 21.340954
256.000000, 21.613615
257.000000, 21.043069
258.000000, 21.149939
259.000000, 20.099568
260.000000, 20.374097
261.000000, 19.561265
262.000000, 18.895760
263.000000, 18.619219
264.000000, 17.547316
265.000000, 17.819383
266.000000, 17.235567
267.000000, 16.445774
268.000000, 16.824109
269.000000, 15.249659
270.000000, 16.260758
271.000000, 14.812383
272.000000, 15.035088
273.000000, 14.189742
274.000000, 14.573012
275.000000, 13.639666
276.000000, 12.623514
277.000000, 12.846612
278.000000, 11.313599
279.000000, 10.445174
280.000000, 10.058593
281.000000, 9.004634
282.000000, 10.094360
283.000000, 10.291824
284.000000, 7.606315
285.000000, 7.581541
286.000000, 7.609822
287.000000, 6.546211
288.000000, 7.347947
289.000000, 5.354982
290.000000, 5.132653
291.000000, 3.894226
292.000000, 6.068306
293.000000, 4.226105
294.000000, 2.401502
295.000000, 3.289741
296.000000, 4.229728
297.000000, 3.661950
298.000000, 4.505788
299.000000, 3.534103
300.000000, 4.918897
301.000000, 6.343708
302.000000, 6.125650
303.000000, 6.966758
304.000000, 6.791212
305.000000, 7.430737
306.000000, 8.779902
307.000000, 9.835450
308.000000, 9.106383
309.000000, 9.206583
310.000000, 11.847031
311.000000, 11.962473
312.000000, 12.778304
313.000000, 12.052920
314.000000, 12.994081
315.000000, 14.184089
316.000000, 15.153553
317.000000, 14.245136
318.000000, 14.683189
319.000000, 16.143884
320.000000, 15.861740
321.000000, 14.060357
322.000000, 10.787988
323.000000, 12.312350
324.000000, 9.959171
325.000000, 8.223463
326.000000, 7.848936
327.000000, 5.190937
328.000000, 4.892854
329.000000, 2.864531
330.000000, 3.898489
331.000000, 3.374809
332.000000, 3.739056
333.000000, 2.671726
334.000000, 5.162173
335.000000, 3.471147
336.000000, 4.045840
337.000000, 4.085708
338.000000, 4.402124
339.000000, 8.055731
340.000000, 11.914369
341.000000, 15.241187
342.000000, 19.912088
343.000000, 22.397550
344.000000, 22.386926
345.000000, 20.277505
346.000000, 18.171673
347.000000, 16.574471
348.000000, 15.849352
349.000000, 15.998965
350.000000, 19.124913
351.000000, 23.281245
352.000000, 27.405974
353.000000, 33.758627
354.000000, 40.003624
355.000000, 47.049250
356.000000, 53.346647
357.000000, 56.648016
358.000000, 57.658300
359.000000, 56.314989
360.000000, 55.005013
361.000000, 54.928576
362.000000, 57.153660
363.000000, 61.010260
364.000000, 62.815359
365.000000, 61.065033
366.000000, 55.477617
367.000000, 47.019548
368.000000, 36.623565
369.000000, 27.404046
370.000000, 19.467921
371.000000, 13.801713
372.000000, 10.112906
373.000000, 6.873302
374.000000, 5.816710
375.000000, 5.282641
376.000000, 4.540831
377.000000, 3.990790
378.000000, 3.685289
379.000000, 2.985282
380.000000, 2.391263
381.000000, 1.970812
382.000000, 1.598894
383.000000, 1.544913
384.000000, 1.995116
385.000000, 1.580201
386.000000, 1.136930
387.000000, 1.495211
388.000000, 1.349555
389.000000, 1.173832
390.000000, 1.749696
391.000000, 1.945872
392.000000, 2.068069
393.000000, 2.195171
394.000000, 2.061089
395.000000, 2.080007
396.000000, 2.321771
397.000000, 2.560366
398.000000, 2.636616
399.000000, 2.900893
400.000000, 2.935449
401.000000, 3.092456
402.000000, 2.855396
403.000000, 2.914881
404.000000, 3.133711
405.000000, 3.131142
406.000000, 3.298724
407.000000, 3.138480
408.000000, 3.032254
409.000000, 2.553019
410.000000, 2.343104
411.000000, 2.018214
412.000000, 1.966112
413.000000, 1.747364
414.000000, 1.749216
415.000000, 1.774566
416.000000, 1.697627
417.000000, 1.713536
418.000000, 1.869790
419.000000, 1.847790
420.000000, 1.881918
421.000000, 1.936160
422.000000, 1.948394
423.000000, 1.998103
424.000000, 1.959106
425.000000, 1.858948
426.000000, 1.936852
427.000000, 1.963158
428.000000, 2.072800
429.000000, 2.046605
430.000000, 2.051053
431.000000, 2.126794
432.000000, 2.278425
433.000000, 2.354435
434.000000, 2.472599
435.000000, 2.494178
436.000000, 2.569655
437.000000, 2.522404
438.000000, 2.440387
439.000000, 2.429207
440.000000, 2.435359
441.000000, 2.621558
442.000000, 2.663132
443.000000, 2.665092
444.000000, 2.666665
445.000000, 2.636047
446.000000, 2.342777
447.000000, 2.268972
448.000000, 2.168894
449.000000, 2.289885
450.000000, 2.368237
451.000000, 2.584429
452.000000, 2.770296
453.000000, 2.914428
454.000000, 2.922263
455.000000, 3.002483
456.000000, 3.013377
457.000000, 3.057856
458.000000, 2.988287
459.000000, 3.042834
460.000000, 2.955110
461.000000, 2.831859
462.000000, 2.587461
463.000000, 2.510645
464.000000, 2.394603
465.000000, 2.415093
466.000000, 2.440971
467.000000, 2.600758
468.000000, 2.743689
469.000000, 2.861792
470.000000, 2.902451
471.000000, 2.872288
472.000000, 2.822614
473.000000, 2.731175
474.000000, 2.727245
475.000000, 2.884242
476.000000, 3.346836
477.000000, 4.176502
478.000000, 5.512794
479.000000, 7.444031
480.000000, 10.084341
481.000000, 13.451830
482.000000, 17.491426
483.000000, 22.026103
484.000000, 26.911288
485.000000, 31.841010
486.000000, 36.647890
487.000000, 41.087914
488.000000, 45.166284
489.000000, 49.048229
490.000000, 52.910433
491.000000, 56.979816
492.000000, 61.592376
493.000000, 66.730810
494.000000, 72.207085
495.000000, 77.787289
496.000000, 83.048336
497.000000, 87.712875
498.000000, 91.451679
499.000000, 94.315060
500.000000, 96.303272
501.000000, 97.641342
502.000000, 98.472397
503.000000, 98.917900
504.000000, 99.234428
505.000000, 99.364372
506.000000, 99.475346
507.000000, 99.532532
508.000000, 99.544876
509.000000, 99.564865
510.000000, 99.588673
511.000000, 99.599186
512.000000, 99.576294
513.000000, 99.560085
514.000000, 99.570679
515.000000, 99.524220
516.000000, 99.489323
517.000000, 99.399509
518.000000, 99.273800
519.000000, 99.100658
520.000000, 98.875080
521.000000, 98.587322
522.000000, 98.312412
523.000000, 98.062603
524.000000, 97.872181
525.000000, 97.800079
526.000000, 97.843685
527.000000, 97.940681
528.000000, 98.148575
529.000000, 98.339138
530.000000, 98.511238
531.000000, 98.595623
532.000000, 98.564201
533.000000, 98.407635
534.000000, 98.174377
535.000000, 97.928806
536.000000, 97.688923
537.000000, 97.560959
538.000000, 97.495419
539.000000, 97.567261
540.000000, 97.754017
541.000000, 98.020145
542.000000, 98.327332
543.000000, 98.651230
544.000000, 98.908688
545.000000, 99.141087
546.000000, 99.254372
547.000000, 99.361130
548.000000, 99.361244
