# Wavelength  (nm), Reflectance (%)
1141.000000, 54.906900
1142.000000, 54.950680
1143.000000, 54.918120
1144.000000, 54.890800
1145.000000, 54.898110
1146.000000, 54.861130
1147.000000, 54.796880
1148.000000, 54.773740
1149.000000, 54.705560
1150.000000, 54.608300
1151.000000, 54.571320
1152.000000, 54.457950
1153.000000, 54.344940
1154.000000, 54.236560
1155.000000, 54.090350
1156.000000, 53.941500
1157.000000, 53.786830
1158.000000, 53.616140
1159.000000, 53.414840
1160.000000, 53.221730
1161.000000, 53.011650
1162.000000, 52.813220
1163.000000, 52.493150
1164.000000, 52.268420
1165.000000, 51.988740
1166.000000, 51.708510
1167.000000, 51.379010
1168.000000, 51.064300
1169.000000, 50.727390
1170.000000, 50.366090
1171.000000, 49.995190
1172.000000, 49.608060
1173.000000, 49.206320
1174.000000, 48.769780
1175.000000, 48.336890
1176.000000, 47.890700
1177.000000, 47.408330
1178.000000, 46.916110
1179.000000, 46.435600
1180.000000, 45.869780
1181.000000, 45.349200
1182.000000, 44.811910
1183.000000, 44.256450
1184.000000, 43.638180
1185.000000, 43.061040
1186.000000, 42.447240
1187.000000, 41.799330
1188.000000, 41.190540
1189.000000, 40.520450
1190.000000, 39.833110
1191.000000, 39.180950
1192.000000, 38.482720
1193.000000, 37.783830
1194.000000, 37.076620
1195.000000, 36.381910
1196.000000, 35.604760
1197.000000, 34.891160
1198.000000, 34.172340
1199.000000, 33.442430
1200.000000, 32.800980
1201.000000, 32.064060
1202.000000, 31.308950
1203.000000, 30.559830
1204.000000, 29.837480
1205.000000, 29.115040
1206.000000, 28.381200
1207.000000, 27.691870
1208.000000, 26.980760
1209.000000, 26.288740
1210.000000, 25.654880
1211.000000, 25.005230
1212.000000, 24.363640
1213.000000, 23.781220
1214.000000, 23.219550
1215.000000, 22.663430
1216.000000, 22.162870
1217.000000, 21.701630
1218.000000, 21.268770
1219.000000, 20.862600
1220.000000, 20.509050
1221.000000, 20.184370
1222.000000, 19.908960
1223.000000, 19.681030
1224.000000, 19.501840
1225.000000, 19.351590
1226.000000, 19.240410
1227.000000, 19.209810
1228.000000, 19.203370
1229.000000, 19.254230
1230.000000, 19.332420
1231.000000, 19.461880
1232.000000, 19.635520
1233.000000, 19.838490
1234.000000, 20.102620
1235.000000, 20.390530
1236.000000, 20.717620
1237.000000, 21.066110
1238.000000, 21.452430
1239.000000, 21.874890
1240.000000, 22.308860
1241.000000, 22.777130
1242.000000, 23.238630
1243.000000, 23.698880
1244.000000, 24.272540
1245.000000, 24.783300
1246.000000, 25.342300
1247.000000, 25.903140
1248.000000, 26.442020
1249.000000, 26.995450
1250.000000, 27.564350
1251.000000, 28.131690
1252.000000, 28.695600
1253.000000, 29.253070
1254.000000, 29.780340
1255.000000, 30.323260
1256.000000, 30.870170
1257.000000, 31.373730
1258.000000, 31.901530
1259.000000, 32.417760
1260.000000, 32.925570
1261.000000, 33.392930
1262.000000, 33.854820
1263.000000, 34.326040
1264.000000, 34.775510
1265.000000, 35.182100
1266.000000, 35.582470
1267.000000, 35.980450
1268.000000, 36.382570
1269.000000, 36.746560
1270.000000, 37.070930
1271.000000, 37.421600
1272.000000, 37.749270
1273.000000, 38.038900
1274.000000, 38.329890
1275.000000, 38.614090
1276.000000, 38.873570
1277.000000, 39.110180
1278.000000, 39.324150
1279.000000, 39.527100
1280.000000, 39.747030
1281.000000, 39.935630
1282.000000, 40.157610
1283.000000, 40.271320
1284.000000, 40.430920
1285.000000, 40.548050
1286.000000, 40.659700
1287.000000, 40.757980
1288.000000, 40.860780
1289.000000, 40.940080
1290.000000, 41.014290
1291.000000, 41.071520
1292.000000, 41.113770
1293.000000, 41.151410
1294.000000, 41.170510
1295.000000, 41.185080
1296.000000, 41.185140
1297.000000, 41.174090
1298.000000, 41.155750
1299.000000, 41.133210
1300.000000, 41.089710
1301.000000, 41.034390
1302.000000, 40.976860
1303.000000, 40.917670
1304.000000, 40.842980
1305.000000, 40.757090
1306.000000, 40.666930
1307.000000, 40.567860
1308.000000, 40.456510
1309.000000, 40.343420
1310.000000, 40.223050
1311.000000, 40.083490
1312.000000, 39.958810
1313.000000, 39.790960
1314.000000, 39.667650
1315.000000, 39.505530
1316.000000, 39.340480
1317.000000, 39.173280
1318.000000, 39.001660
1319.000000, 38.825800
1320.000000, 38.631030
1321.000000, 38.452080
1322.000000, 38.252380
1323.000000, 38.050860
1324.000000, 37.853750
1325.000000, 37.645180
1326.000000, 37.435690
1327.000000, 37.222550
1328.000000, 37.002160
1329.000000, 36.773790
1330.000000, 36.558240
1331.000000, 36.332470
1332.000000, 36.094550
1333.000000, 35.868770
1334.000000, 35.633240
1335.000000, 35.394810
1336.000000, 35.160450
1337.000000, 34.925830
1338.000000, 34.687290
1339.000000, 34.442340
1340.000000, 34.198040
1341.000000, 33.967000
1342.000000, 33.722590
1343.000000, 33.478660
1344.000000, 33.248290
1345.000000, 33.005530
1346.000000, 32.769670
1347.000000, 32.530030
1348.000000, 32.288010
1349.000000, 32.056900
1350.000000, 31.831030
1351.000000, 31.599890
1352.000000, 31.376480
1353.000000, 31.146320
1354.000000, 30.916190
1355.000000, 30.695480
1356.000000, 30.480530
1357.000000, 30.266980
1358.000000, 30.048550
1359.000000, 29.852300
1360.000000, 29.646340
1361.000000, 29.434510
1362.000000, 29.242740
1363.000000, 29.046960
1364.000000, 28.859730
1365.000000, 28.675190
1366.000000, 28.499000
1367.000000, 28.322290
1368.000000, 28.155290
1369.000000, 27.993780
1370.000000, 27.826430
1371.000000, 27.680820
1372.000000, 27.526810
1373.000000, 27.377970
1374.000000, 27.241430
1375.000000, 27.117940
1376.000000, 26.991690
1377.000000, 26.882550
1378.000000, 26.779990
1379.000000, 26.681890
1380.000000, 26.590680
1381.000000, 26.521320
1382.000000, 26.453220
1383.000000, 26.409970
1384.000000, 26.376270
1385.000000, 26.365340
1386.000000, 26.366760
1387.000000, 26.383820
1388.000000, 26.412670
1389.000000, 26.456970
1390.000000, 26.513700
1391.000000, 26.577620
1392.000000, 26.655630
1393.000000, 26.748760
1394.000000, 26.857640
1395.000000, 26.975210
1396.000000, 27.108970
1397.000000, 27.241960
1398.000000, 27.400540
1399.000000, 27.567690
1400.000000, 27.744240
1401.000000, 27.925780
1402.000000, 28.117200
1403.000000, 28.329390
1404.000000, 28.547050
1405.000000, 28.789720
1406.000000, 29.012370
1407.000000, 29.260630
1408.000000, 29.546490
1409.000000, 29.797420
1410.000000, 30.087230
1411.000000, 30.383970
1412.000000, 30.677830
1413.000000, 30.971690
1414.000000, 31.299380
1415.000000, 31.622150
1416.000000, 31.955360
1417.000000, 32.307560
1418.000000, 32.654500
1419.000000, 33.006200
1420.000000, 33.383970
1421.000000, 33.745590
1422.000000, 34.119540
1423.000000, 34.516700
1424.000000, 34.929380
1425.000000, 35.300560
1426.000000, 35.694730
1427.000000, 36.103190
1428.000000, 36.494430
1429.000000, 36.912320
1430.000000, 37.336590
1431.000000, 37.738250
1432.000000, 38.151860
1433.000000, 38.561630
1434.000000, 39.009570
1435.000000, 39.417690
1436.000000, 39.856030
1437.000000, 40.280160
1438.000000, 40.694130
1439.000000, 41.115930
1440.000000, 41.540020
1441.000000, 41.944680
1442.000000, 42.372270
1443.000000, 42.799650
1444.000000, 43.203450
1445.000000, 43.611120
1446.000000, 44.040350
1447.000000, 44.420230
1448.000000, 44.830350
1449.000000, 45.235680
1450.000000, 45.618550
1451.000000, 46.004860
1452.000000, 46.402790
1453.000000, 46.780670
1454.000000, 47.151960
1455.000000, 47.533950
1456.000000, 47.912950
1457.000000, 48.247650
1458.000000, 48.581810
1459.000000, 48.968820
1460.000000, 49.281690
1461.000000, 49.636240
1462.000000, 49.964380
1463.000000, 50.282350
1464.000000, 50.574350
1465.000000, 50.920280
1466.000000, 51.266510
1467.000000, 51.521910
1468.000000, 51.829970
1469.000000, 52.099530
1470.000000, 52.387540
1471.000000, 52.670080
