# Wavelength  (nm), Reflectance (%)
250.000000, 7.286293
251.000000, 7.449400
252.000000, 8.494571
253.000000, 8.929955
254.000000, 10.821095
255.000000, 10.817244
256.000000, 11.912990
257.000000, 14.103236
258.000000, 14.900362
259.000000, 15.953529
260.000000, 17.637185
261.000000, 19.629069
262.000000, 21.875765
263.000000, 23.966564
264.000000, 26.018977
265.000000, 29.138271
266.000000, 31.310470
267.000000, 33.880924
268.000000, 36.206327
269.000000, 39.325336
270.000000, 42.608335
271.000000, 46.162241
272.000000, 47.198563
273.000000, 49.097597
274.000000, 52.038317
275.000000, 55.239100
276.000000, 57.078503
277.000000, 59.324808
278.000000, 62.170126
279.000000, 63.955433
280.000000, 66.209171
281.000000, 71.107246
282.000000, 71.709850
283.000000, 67.645260
284.000000, 67.095562
285.000000, 65.574883
286.000000, 58.721769
287.000000, 54.946283
288.000000, 48.935192
289.000000, 48.056627
290.000000, 46.452019
291.000000, 43.481815
292.000000, 39.350444
293.000000, 39.190736
294.000000, 39.223349
295.000000, 40.505941
296.000000, 45.048141
297.000000, 49.798609
298.000000, 53.987602
299.000000, 57.882811
300.000000, 62.409842
301.000000, 64.708775
302.000000, 65.576660
303.000000, 59.898932
304.000000, 54.028946
305.000000, 48.395063
306.000000, 41.338507
307.000000, 38.456845
308.000000, 37.071547
309.000000, 41.721813
310.000000, 46.352962
311.000000, 51.351889
312.000000, 53.146933
313.000000, 57.422466
314.000000, 55.062014
315.000000, 53.472437
316.000000, 54.135733
317.000000, 54.215572
318.000000, 55.125893
319.000000, 54.518131
320.000000, 53.573015
321.000000, 55.183029
322.000000, 55.785391
323.000000, 56.220160
324.000000, 56.924156
325.000000, 56.616129
326.000000, 57.156347
327.000000, 57.303190
328.000000, 57.402958
329.000000, 56.382294
330.000000, 58.218775
331.000000, 59.121704
332.000000, 58.186012
333.000000, 59.533804
334.000000, 59.203478
335.000000, 59.878475
336.000000, 58.163597
337.000000, 57.640835
338.000000, 58.011984
339.000000, 57.276480
340.000000, 57.111725
341.000000, 56.551107
342.000000, 56.670450
343.000000, 58.089491
344.000000, 62.786787
345.000000, 67.249002
346.000000, 74.164028
347.000000, 78.514481
348.000000, 82.121864
349.000000, 83.815086
350.000000, 83.839096
351.000000, 83.970356
352.000000, 82.873104
353.000000, 79.432150
354.000000, 76.198563
355.000000, 75.097692
356.000000, 72.275799
357.000000, 69.714577
358.000000, 67.627274
359.000000, 67.461746
360.000000, 70.038010
361.000000, 75.717588
362.000000, 81.930946
363.000000, 87.327721
364.000000, 91.016441
365.000000, 94.214325
366.000000, 94.867805
367.000000, 96.084511
368.000000, 97.258995
369.000000, 97.374416
370.000000, 97.790024
371.000000, 98.480637
372.000000, 98.360596
373.000000, 98.899643
374.000000, 98.602493
375.000000, 98.807819
376.000000, 99.296631
377.000000, 99.089928
378.000000, 98.862236
379.000000, 98.902328
380.000000, 98.718910
381.000000, 98.732868
382.000000, 98.872635
383.000000, 99.101875
384.000000, 98.872723
385.000000, 99.028820
386.000000, 98.739174
387.000000, 99.062706
388.000000, 98.918114
389.000000, 99.000336
390.000000, 98.947174
391.000000, 98.927963
392.000000, 99.098312
393.000000, 98.764202
394.000000, 99.103539
395.000000, 99.056309
396.000000, 99.070923
397.000000, 99.077690
398.000000, 99.140053
399.000000, 98.972721
400.000000, 98.920918
401.000000, 99.001640
402.000000, 98.931252
403.000000, 99.039471
404.000000, 98.955242
405.000000, 98.936516
406.000000, 99.008766
407.000000, 99.012440
408.000000, 98.924870
409.000000, 98.935726
410.000000, 99.015404
411.000000, 99.024372
412.000000, 98.946697
413.000000, 98.827145
414.000000, 99.074215
415.000000, 98.831764
416.000000, 98.987450
417.000000, 99.016106
418.000000, 98.890011
419.000000, 98.919113
420.000000, 98.894321
421.000000, 98.905163
422.000000, 98.975792
423.000000, 98.860104
424.000000, 98.814083
425.000000, 98.885181
426.000000, 98.889576
427.000000, 98.776012
428.000000, 98.757038
429.000000, 98.706898
430.000000, 98.794498
431.000000, 98.850441
432.000000, 99.002399
433.000000, 98.957073
434.000000, 98.981995
435.000000, 99.115597
436.000000, 99.026115
437.000000, 99.110714
438.000000, 99.149120
439.000000, 99.107086
440.000000, 99.063984
441.000000, 99.088058
442.000000, 99.133945
443.000000, 98.990417
444.000000, 98.980824
445.000000, 99.098480
446.000000, 99.003345
447.000000, 98.969551
448.000000, 99.035465
449.000000, 98.991081
450.000000, 98.945583
451.000000, 98.912796
452.000000, 98.798878
453.000000, 98.652946
454.000000, 98.563251
455.000000, 98.386887
456.000000, 98.178467
457.000000, 97.627384
458.000000, 96.626392
459.000000, 94.471134
460.000000, 90.515278
461.000000, 84.727291
462.000000, 77.377804
463.000000, 69.385706
464.000000, 61.894192
465.000000, 54.721324
466.000000, 47.300010
467.000000, 38.671560
468.000000, 28.803813
469.000000, 18.864474
470.000000, 10.767216
471.000000, 5.754358
472.000000, 3.118831
473.000000, 2.325155
474.000000, 2.256031
475.000000, 2.160581
476.000000, 2.267457
477.000000, 2.287405
478.000000, 2.434375
479.000000, 2.511489
480.000000, 2.508855
481.000000, 2.486440
482.000000, 2.498434
483.000000, 2.425199
484.000000, 2.557166
485.000000, 2.618189
486.000000, 2.648189
487.000000, 2.663156
488.000000, 2.608794
489.000000, 2.546964
490.000000, 2.303930
491.000000, 2.188417
492.000000, 2.101212
493.000000, 2.012084
494.000000, 2.042542
495.000000, 2.060666
496.000000, 2.129000
497.000000, 2.138943
498.000000, 2.184837
499.000000, 2.165596
500.000000, 2.024203
501.000000, 1.970447
502.000000, 1.971050
503.000000, 1.956233
504.000000, 2.107688
505.000000, 2.192975
506.000000, 2.249744
507.000000, 2.359385
508.000000, 2.282017
509.000000, 2.230033
510.000000, 2.138889
511.000000, 2.058168
512.000000, 1.997333
513.000000, 1.937498
514.000000, 1.956072
515.000000, 2.092911
516.000000, 2.151716
517.000000, 2.166856
518.000000, 2.209778
519.000000, 2.163714
520.000000, 2.113322
521.000000, 2.047748
522.000000, 2.010314
523.000000, 2.019223
524.000000, 2.111724
525.000000, 2.245397
526.000000, 2.373715
527.000000, 2.463281
528.000000, 2.554170
529.000000, 2.558509
530.000000, 2.509566
531.000000, 2.407536
532.000000, 2.281130
533.000000, 2.160484
534.000000, 2.059686
535.000000, 2.065627
536.000000, 2.056281
537.000000, 2.061843
538.000000, 2.175932
539.000000, 2.313642
540.000000, 2.337857
541.000000, 2.431872
542.000000, 2.475560
543.000000, 2.465257
544.000000, 2.428529
545.000000, 2.361645
546.000000, 2.355631
547.000000, 2.254212
548.000000, 2.247755
549.000000, 2.176452
550.000000, 2.208712
551.000000, 2.205267
552.000000, 2.213593
553.000000, 2.299033
554.000000, 2.290396
555.000000, 2.297337
556.000000, 2.311412
557.000000, 2.293067
558.000000, 2.276927
559.000000, 2.222265
560.000000, 2.240598
561.000000, 2.209900
562.000000, 2.208370
563.000000, 2.242034
564.000000, 2.273221
565.000000, 2.305891
566.000000, 2.381886
567.000000, 2.470657
568.000000, 2.529344
569.000000, 2.557102
570.000000, 2.619273
571.000000, 2.642778
572.000000, 2.668972
573.000000, 2.636123
574.000000, 2.648355
575.000000, 2.641104
576.000000, 2.610527
577.000000, 2.543861
578.000000, 2.520453
579.000000, 2.538366
580.000000, 2.529743
581.000000, 2.497422
582.000000, 2.478864
583.000000, 2.514355
584.000000, 2.434644
585.000000, 2.407039
586.000000, 2.385222
587.000000, 2.299943
588.000000, 2.250021
589.000000, 2.172035
590.000000, 2.117742
591.000000, 2.054147
592.000000, 2.079281
593.000000, 2.051026
594.000000, 2.088304
595.000000, 2.221499
596.000000, 2.246266
597.000000, 2.319497
598.000000, 2.437472
599.000000, 2.452190
600.000000, 2.515084
601.000000, 2.546703
602.000000, 2.524524
603.000000, 2.555615
604.000000, 2.521224
605.000000, 2.517028
