# Wavelength  (nm), Reflectance (%)
250.000000, 1.709981
251.000000, 1.447264
252.000000, 2.466801
253.000000, 1.471390
254.000000, 4.070529
255.000000, 2.091073
256.000000, 2.596342
257.000000, 3.046711
258.000000, 2.854321
259.000000, 3.397234
260.000000, 3.037189
261.000000, 4.065359
262.000000, 5.467069
263.000000, 5.446368
264.000000, 5.115305
265.000000, 4.881206
266.000000, 5.202328
267.000000, 5.543865
268.000000, 5.924870
269.000000, 5.725387
270.000000, 6.677059
271.000000, 5.857173
272.000000, 5.940010
273.000000, 5.537742
274.000000, 5.075042
275.000000, 5.065841
276.000000, 3.619383
277.000000, 4.147583
278.000000, 3.653947
279.000000, 3.985239
280.000000, 4.039532
281.000000, 3.859879
282.000000, 2.364963
283.000000, 2.550763
284.000000, 2.973567
285.000000, 2.374012
286.000000, 2.779404
287.000000, 2.939001
288.000000, 4.878628
289.000000, 6.806189
290.000000, 7.613629
291.000000, 11.867786
292.000000, 14.386202
293.000000, 20.651243
294.000000, 26.997661
295.000000, 36.709014
296.000000, 44.982878
297.000000, 55.729434
298.000000, 66.802233
299.000000, 74.843903
300.000000, 82.852721
301.000000, 87.803997
302.000000, 91.634244
303.000000, 93.060405
304.000000, 92.387824
305.000000, 92.935798
306.000000, 91.937093
307.000000, 88.669004
308.000000, 83.491502
309.000000, 75.648885
310.000000, 64.344030
311.000000, 52.463559
312.000000, 44.652666
313.000000, 39.162110
314.000000, 36.461250
315.000000, 37.437127
316.000000, 37.414575
317.000000, 37.892620
318.000000, 36.981134
319.000000, 35.951975
320.000000, 34.471366
321.000000, 35.644826
322.000000, 38.041945
323.000000, 41.096821
324.000000, 42.700232
325.000000, 44.214211
326.000000, 43.106439
327.000000, 44.589662
328.000000, 45.272310
329.000000, 46.397475
330.000000, 48.399297
331.000000, 50.559338
332.000000, 53.813477
333.000000, 56.656911
334.000000, 59.756852
335.000000, 59.357011
336.000000, 57.773335
337.000000, 55.869519
338.000000, 54.749377
339.000000, 53.670131
340.000000, 52.651261
341.000000, 52.981638
342.000000, 52.329878
343.000000, 53.972742
344.000000, 53.551268
345.000000, 54.112333
346.000000, 53.103013
347.000000, 53.836711
348.000000, 54.170524
349.000000, 55.096238
350.000000, 56.219148
351.000000, 56.069921
352.000000, 55.135569
353.000000, 55.510970
354.000000, 55.192990
355.000000, 56.034291
356.000000, 56.395183
357.000000, 54.920082
358.000000, 52.359783
359.000000, 50.345159
360.000000, 49.268094
361.000000, 49.393624
362.000000, 50.147051
363.000000, 51.597226
364.000000, 53.669706
365.000000, 56.351058
366.000000, 59.294847
367.000000, 62.461283
368.000000, 66.105593
369.000000, 69.199894
370.000000, 71.332047
371.000000, 72.369617
372.000000, 72.274951
373.000000, 71.702151
374.000000, 71.646647
375.000000, 73.059890
376.000000, 75.669004
377.000000, 79.282923
378.000000, 82.918660
379.000000, 86.659067
380.000000, 91.917519
381.000000, 91.788612
382.000000, 92.936690
383.000000, 93.350732
384.000000, 93.939053
385.000000, 94.050741
386.000000, 94.438744
387.000000, 94.843146
388.000000, 95.138487
389.000000, 95.222003
390.000000, 95.136438
391.000000, 95.131283
392.000000, 95.271504
393.000000, 95.744740
394.000000, 96.179185
395.000000, 96.360327
396.000000, 96.680900
397.000000, 96.459457
398.000000, 96.476589
399.000000, 96.652820
400.000000, 96.605479
401.000000, 96.821812
402.000000, 96.951571
403.000000, 96.819363
404.000000, 96.579031
405.000000, 96.547665
406.000000, 96.492880
407.000000, 96.774606
408.000000, 97.064519
409.000000, 97.266138
410.000000, 97.545473
411.000000, 97.473060
412.000000, 97.601448
413.000000, 97.517709
414.000000, 97.630283
415.000000, 97.578829
416.000000, 97.514177
417.000000, 97.404886
418.000000, 97.094310
419.000000, 97.104317
420.000000, 97.215408
421.000000, 97.517365
422.000000, 97.940262
423.000000, 98.264073
424.000000, 98.512170
425.000000, 98.605306
426.000000, 98.463115
427.000000, 98.314697
428.000000, 98.222043
429.000000, 98.202925
430.000000, 98.303782
431.000000, 98.319663
432.000000, 98.280418
433.000000, 98.260090
434.000000, 98.145622
435.000000, 98.229081
436.000000, 98.397540
437.000000, 98.568242
438.000000, 98.846774
439.000000, 98.985592
440.000000, 99.023777
441.000000, 98.905841
442.000000, 98.799007
443.000000, 98.734119
444.000000, 98.690273
445.000000, 98.754483
446.000000, 98.962069
447.000000, 99.087234
448.000000, 99.158096
449.000000, 99.121893
450.000000, 98.994211
451.000000, 98.821383
452.000000, 98.778016
453.000000, 98.816654
454.000000, 98.877692
455.000000, 99.097254
456.000000, 99.199048
457.000000, 99.239388
458.000000, 99.205558
459.000000, 99.033606
460.000000, 98.937658
461.000000, 98.829080
462.000000, 98.884111
463.000000, 98.977458
464.000000, 99.161790
465.000000, 99.289059
466.000000, 99.335651
467.000000, 99.298589
468.000000, 99.216598
469.000000, 99.089479
470.000000, 98.997557
471.000000, 98.940541
472.000000, 98.980733
473.000000, 99.173204
474.000000, 99.318299
475.000000, 99.402725
476.000000, 99.493058
