# Wavelength (nm), Intensity
588.8066332537732, 0.39913876109981816
591.9173048671605, 0.3901797368139509
595.027976480548, 0.38071038835990145
598.4214364224252, 0.37291376912378305
601.2493197073229, 0.3637704611105167
603.7944146637308, 0.35411682892906804
606.6222979486286, 0.3444206697336043
609.4501812335262, 0.33421418636995825
612.2780645184239, 0.32315716272600836
615.1059478033216, 0.3117599229699368
617.9338310882192, 0.3008730073820477
620.761714373117, 0.2898159837380977
623.3068093295249, 0.27956697336043645
625.8519042859327, 0.26906280089868406
628.9625758993202, 0.25780731785599653
631.7904591842179, 0.2478843479191184
634.3355541406258, 0.23776291858350274
637.1634374255234, 0.2275564352198567
639.7085323819314, 0.21769016796833207
642.2536273383394, 0.2076537926607468
644.7987222947472, 0.19855301166149564
647.3438172511551, 0.18911201455012305
650.1717005360529, 0.17873542313041624
652.9995838209504, 0.16920937199101316
655.8274671058482, 0.15968332085161008
658.6553503907459, 0.14981705360008557
661.7660220041332, 0.1402910024606826
664.8766936175207, 0.1297443029849149
667.9873652309082, 0.1198780357333904
671.3808251727854, 0.10967155236974435
674.7742851146627, 0.1014496629934738
678.1677450565398, 0.09379480047073918
681.561204998417, 0.08613993794800467
684.9546649402943, 0.07862683213865407
688.3481248821715, 0.07196426660960742
691.7415848240487, 0.0662939980742484
695.1350447659258, 0.061048999679041316
698.5285047078032, 0.055662244570450436
701.9219646496804, 0.05098427302877928
705.3154245915575, 0.04673157162726005
708.7088845334348, 0.043329410506044774
712.1023444753121, 0.039360222531293454
715.4958044171892, 0.03595806141007807
718.8892643590664, 0.03241414357547878
722.2827243009436, 0.029153739167647297
725.6761842428209, 0.027169145180271803
729.0696441846981, 0.02433401091259224
732.4631041265753, 0.022349416925216525
735.8565640684526, 0.020506579651225154
739.2500240103298, 0.01866374237723334
742.6434839522069, 0.016820905103241524
746.0369438940842, 0.015686851396169876
749.4304038359614, 0.013985770835562183
752.8238637778386, 0.012426446988338613
756.2173237197158, 0.011008879854498721
759.610783661593, 0.010158339574194875
763.0042436034703, 0.009307799293891028
766.3977035453474, 0.008031988873435258
769.7911634872247, 0.007181448593131412
773.184623429102, 0.006047394886059765
776.5780833709791, 0.005338611319139819
779.123178327387, 0.005055097892371796
