# Wavelength (nm), Intensity
382.3711534562425, -0.000898684069754907
385.7646133981197, -0.000898684069754907
389.1580733399969, -0.000898684069754907
392.55153328187413, -0.000898684069754907
395.94499322375134, -0.000898684069754907
399.33845316562855, 0.0002353696373167402
402.73191310750576, 0.0008023964908527859
406.125373049383, 0.0016529367711566323
409.5188329912602, 0.003354017331764103
412.91229293313745, 0.005480368032523719
416.3057528750146, 0.009307799293891028
419.6992128168919, 0.014411040975714107
423.0926727587691, 0.022349416925216525
426.2033443721565, 0.03193217074997312
428.4656510000747, 0.042195356798973016
430.16238097101325, 0.05183481330908313
431.8591109419519, 0.06345886380656907
433.7820715756823, 0.07394886059698302
434.4042058983598, 0.08330480368032522
435.81814754080864, 0.09549588103134687
436.94930085476767, 0.10839574194928858
438.08045416872676, 0.12072857601369424
438.6460308257063, 0.13206911308441205
439.7771841396654, 0.14340965015513008
440.34276079664494, 0.15751444313683538
441.473914110604, 0.17317855996576437
442.0394907675835, 0.18565315074355415
442.3222790960733, 0.19642666096073602
442.9821185292161, 0.20946827859206163
444.3017973955017, 0.23895367497592812
444.0190090670119, 0.2257703006312185
443.73622073852215, 0.21683962768802822
444.8673740524812, 0.255397453728469
445.4329507094608, 0.2684390713597945
445.7157390379505, 0.28063014871081626
446.67721935481575, 0.3041050604472023
446.2813156949301, 0.2904113619343105
447.2710748446442, 0.3206055418850968
447.69525733737885, 0.33393067294319023
448.26083399435845, 0.35845458435861766
447.97804566586865, 0.3444206697336043
448.82641065133794, 0.37567802503477044
449.5051026397134, 0.39375200599122706
449.6747756368072, 0.4090617310366962
450.33461506995, 0.44194928854177806
450.33461506995, 0.426072536642773
449.957563965297, 0.41926821440034234
450.9473231150112, 0.457967797154167
451.4657683839091, 0.47710495346100346
452.2198705932152, 0.5238846688777147
451.9370822647254, 0.5128276452337648
451.9370822647254, 0.5026211618701187
451.9370822647254, 0.4923296244784422
452.8985625815906, 0.5436172033807638
452.2198705932152, 0.533240611961057
453.35102390717424, 0.5664116828929067
452.7854472501947, 0.5553546592489569
453.7280750118273, 0.59221140472879
453.633812235664, 0.5791697870974644
454.59529255252926, 0.6279907991869048
454.1993888926436, 0.6140419385899218
454.1993888926436, 0.6059618059270353
455.04775387811287, 0.6504025355729111
454.4821772211333, 0.6404086872793409
455.42480498276586, 0.6766984059056381
455.3305422066026, 0.6633732748475446
456.17890719207196, 0.7127046111051674
455.89611886358216, 0.6990959666203058
455.89611886358216, 0.6901652936771155
456.8575991804474, 0.7361795228415533
456.17890719207196, 0.725462715309725
457.4231758374269, 0.7605049748582432
456.74448384905145, 0.7475767625976248
457.87563716301054, 0.8005228950465388
457.68711161068404, 0.7827324275168502
457.310060506031, 0.7747940515673477
458.2526882676636, 0.8150529581683962
458.81826492464313, 0.836883492029528
458.4412138199901, 0.8292286295067935
459.3838415816226, 0.8598480795977318
459.28957880545937, 0.8492163260939338
460.2510591223246, 0.897782176099283
459.8551554624389, 0.8832379373060875
459.5723671339491, 0.8751578046432009
460.7035204479082, 0.9137156306836417
461.26909710488775, 0.9267572483149672
461.8346737618673, 0.9459652829784957
461.26909710488775, 0.9363967048250774
462.40025041884684, 0.9596448058200491
462.9658270758264, 0.9698512891836952
463.53140373280587, 0.981758853107949
465.1473370384617, 0.9930183863424474
467.11338922700963, 0.981191826254413
467.7732286601524, 0.9670161549160157
468.0560169886422, 0.9559591312720658
468.6215936456217, 0.943768053921044
468.9043819741115, 0.932994543703862
469.469958631091, 0.9181100887985448
470.2052082851644, 0.9010142291644376
470.742506109295, 0.8840884775863913
471.16668860202964, 0.8726061838022894
471.16668860202964, 0.8623997004386433
471.82652803517243, 0.8473734888199421
471.873659423254, 0.8345445062586925
472.58063024447847, 0.8185968760029956
472.86341857296827, 0.8000976249063869
473.42899522994776, 0.78414999465069
473.42899522994776, 0.7739435112870439
473.71178355843756, 0.7637370279233977
473.90030911076406, 0.7504118968653042
474.56014854390685, 0.7390713597945864
474.4658857677436, 0.7280143361506365
475.21998797704964, 0.7129881245319353
475.03146242472314, 0.7002300203273777
475.69130185786594, 0.6835736065047608
476.2568785148454, 0.6676259762490637
476.822455171825, 0.6521036161335187
477.3880318288045, 0.6361559858778216
477.29376905264127, 0.6245319353803358
478.1232814828779, 0.6102995613565849
478.4249223666003, 0.5947630255697014
479.08476179974315, 0.5842730287792874
479.3675501282329, 0.5717984380014978
479.79173262096754, 0.5585441853000962
480.498703442192, 0.5457152027388465
480.7814917706818, 0.5345164223815128
481.34706842766127, 0.5196319674761956
482.00690786080406, 0.5074408901251738
482.57248451778366, 0.49354873221354445
483.13806117476315, 0.4779554937413073
483.8921633840692, 0.46434684925644587
484.45774004104874, 0.45073820477158444
485.2118422503548, 0.437129560286723
486.1544700119873, 0.42309564566170954
486.9085722212934, 0.4056595699154809
487.85119998292595, 0.3931141007809992
488.6995649683953, 0.3769538354552262
489.5479299538646, 0.36462100139082054
490.39629493933387, 0.35250080239649084
491.24465992480316, 0.33931742805178133
491.8102365817827, 0.3291109446881352
492.94138989574174, 0.3152896651331978
494.0725432097008, 0.3025315609286402
495.2036965236599, 0.2891355515138547
496.9004264945985, 0.2777950144431368
498.5971564655371, 0.266454477372419
501.14225142194505, 0.255539210441853
504.53571136382226, 0.2495854284797261
507.92917130569947, 0.2515700224671018
511.03984291908694, 0.2588563175350379
513.5849378754948, 0.2699983952070183
515.847244503413, 0.282118594201348
517.8267628028414, 0.292821226061838
519.8062811022697, 0.3042326414892479
521.7857994016981, 0.3163528404835776
523.4825293726367, 0.32684283727399166
525.1792593435753, 0.3367658072108698
526.875989314514, 0.3458382368674441
528.8555076139423, 0.35632823365785815
531.1178142418605, 0.36951160800256766
533.3801208697786, 0.38014336150636563
535.6424274976968, 0.3901372097999357
538.1875224541046, 0.40038622017759695
541.2981940674921, 0.40991227131700003
544.6916540093694, 0.4179924039798866
548.0851139512465, 0.42508023964908526
551.4785738931238, 0.43018348133090833
554.8720338350009, 0.4338691558788915
558.2654937768782, 0.4350032095859634
561.6589537187554, 0.4350032095859634
565.0524136606326, 0.43401091259227553
568.4458736025099, 0.43245158874505185
571.839333544387, 0.42904942762383647
575.2327934862642, 0.4245132127955493
578.6262534281415, 0.4202605113940301
582.0197133700187, 0.41544078313897503
585.4131733118959, 0.40806943404300844
