# Wavelength (um),Conductivity
2.770303053811989713e+00, 9.539411617799999910e-01
2.770330344883799256e+00, 9.467268071800000184e-01
2.770357636493318232e+00, 9.386991660200000309e-01
2.770384928640563516e+00, 9.282626859300000532e-01
2.770412221325550650e+00, 9.136377851600000488e-01
2.770439514548295179e+00, 8.928677296500000526e-01
2.770466808308813977e+00, 8.627929888399999969e-01
2.770494102607121700e+00, 8.178817574500000243e-01
2.770521397443235667e+00, 7.487659207000000317e-01
2.770548692817170089e+00, 6.433084085900000471e-01
2.770575988728942285e+00, 5.070750830900000450e-01
2.770603285178567354e+00, 4.020210954599999775e-01
2.770630582166061284e+00, 3.367627589900000218e-01
2.770657879691440950e+00, 2.490365889299999969e-01
2.770685177754720563e+00, 2.236378288499999978e-01
2.770712476355917442e+00, 3.344823594099999853e-01
2.770739775495046686e+00, 5.099038965800000156e-01
2.770767075172124283e+00, 6.560620144000000042e-01
2.770794375387166664e+00, 7.551482953899999462e-01
2.770821676140188927e+00, 8.198583560700000161e-01
2.770848977431207949e+00, 8.628652407500000399e-01
2.770876279260238828e+00, 8.923667320200000530e-01
2.770903581627297996e+00, 9.133661530500000181e-01
2.770930884532400551e+00, 9.288513485199999531e-01
2.770958187975563369e+00, 9.405273630999999579e-01
2.770985491956801550e+00, 9.494748740299999712e-01
2.771012796476131523e+00, 9.564550138099999765e-01
2.771040101533569722e+00, 9.620102913600000472e-01
2.771067407129130356e+00, 9.665141364799999524e-01
2.771094713262831188e+00, 9.702041453899999945e-01
2.771122019934686875e+00, 9.732453215999999907e-01
2.771149327144714292e+00, 9.757675142299999660e-01
2.771176634892928092e+00, 9.778680272899999970e-01
2.771203943179345153e+00, 9.796256067599999895e-01
2.771552171014879384e+00, 9.824968022600000239e-01
2.771941470411501296e+00, 9.776324404299999715e-01
2.771968793774064910e+00, 9.742441681300000322e-01
2.771996117675293636e+00, 9.696468058699999615e-01
2.772023442115202130e+00, 9.631777142399999825e-01
2.772050767093808155e+00, 9.538954477700000156e-01
2.772078092611125921e+00, 9.401327370600000011e-01
2.772105418667172749e+00, 9.188812878600000067e-01
2.772132745261963738e+00, 8.861912259499999944e-01
2.772160072395514430e+00, 8.441907115100000247e-01
2.772187400067842145e+00, 8.179067884799999799e-01
2.772214728278961537e+00, 8.305160849999999595e-01
2.772242057028889040e+00, 8.545102481499999847e-01
2.772269386317640638e+00, 8.629558164299999667e-01
2.772296716145232320e+00, 8.503382325499999617e-01
2.772324046511679629e+00, 8.154966311600000406e-01
2.772351377416998996e+00, 7.596712480699999714e-01
2.772378708861205965e+00, 7.021311777199999993e-01
2.772406040844316522e+00, 6.890385444300000106e-01
2.772433373366347098e+00, 7.370967379799999719e-01
2.772460706427312793e+00, 8.051049655099999924e-01
2.772488040027230483e+00, 8.605966540299999634e-01
2.772515374166115265e+00, 8.988420483800000360e-01
2.772542708843984016e+00, 9.243539967899999654e-01
2.772570044060851391e+00, 9.416299948299999834e-01
2.772597379816734264e+00, 9.536399192500000233e-01
2.772624716111648624e+00, 9.621687244200000100e-01
2.772652052945609569e+00, 9.683244400499999571e-01
2.772679390318634418e+00, 9.727801067700000415e-01
2.772706728230737827e+00, 9.759062166499999913e-01
2.772734066681936671e+00, 9.778441152400000336e-01
2.772761405672245605e+00, 9.785312920299999995e-01
2.772788745201681948e+00, 9.783093927199999484e-01
2.772816085270261244e+00, 9.787169599899999684e-01
2.773834887062272436e+00, 9.958807992799999509e-01
2.775203583731395973e+00, 9.928803853800000079e-01
2.775326832687143419e+00, 9.780252608399999659e-01
2.775354222830642925e+00, 9.698273639900000243e-01
2.775381613514782853e+00, 9.610330238299999994e-01
2.775409004739580077e+00, 9.536016942599999657e-01
2.775436396505049252e+00, 9.481803686299999923e-01
2.775463788811208143e+00, 9.495925131700000410e-01
2.775491181658070960e+00, 9.584249538000000346e-01
2.775518575045655023e+00, 9.687942561800000352e-01
2.775545968973975874e+00, 9.769649578300000359e-01
2.775840487858629135e+00, 9.740326899600000310e-01
2.775867888141806628e+00, 9.682433720999999993e-01
2.775895288965925189e+00, 9.746014322899999582e-01
2.776662731728332112e+00, 9.786429141500000428e-01
2.776690148246709455e+00, 9.757475221500000462e-01
2.776717565306508817e+00, 9.762525698799999763e-01
2.776744982907746184e+00, 9.767294832299999729e-01
2.776772401050437544e+00, 9.752875713799999957e-01
2.776799819734598884e+00, 9.717699940099999711e-01
2.776827238960245747e+00, 9.659486156400000079e-01
2.776854658727395009e+00, 9.570772676600000084e-01
2.776882079036062212e+00, 9.437216156800000144e-01
2.776909499886263344e+00, 9.236650995199999770e-01
2.776936921278014836e+00, 8.948623890200000375e-01
2.776964343211332231e+00, 8.602913014399999891e-01
2.776991765686232405e+00, 8.338450485399999668e-01
2.777019188702730457e+00, 8.264867171599999951e-01
2.777046612260843261e+00, 8.361151154899999494e-01
2.777074036360585918e+00, 8.607378990699999788e-01
2.777101461001974858e+00, 8.916700927199999738e-01
2.777128886185026957e+00, 9.186308552099999858e-01
2.777156311909756869e+00, 9.381691095799999935e-01
2.777183738176181915e+00, 9.512840293600000052e-01
2.777211164984317193e+00, 9.606715525600000305e-01
2.777238592334179579e+00, 9.685787682399999987e-01
2.777266020225784171e+00, 9.746829683000000077e-01
2.777293448659147401e+00, 9.790353546500000226e-01
2.777554045799388582e+00, 9.876900001799999718e-01
2.777677503619897070e+00, 9.775268160200000223e-01
2.777704940181568549e+00, 9.718602894300000239e-01
2.777732377285255794e+00, 9.634787330899999835e-01
2.777759814930974791e+00, 9.539509947800000056e-01
2.777787253118741084e+00, 9.489801356799999477e-01
2.777814691848571993e+00, 9.531205483100000375e-01
2.777842131120482172e+00, 9.620610414000000388e-01
2.777869570934488053e+00, 9.698670454000000163e-01
2.777897011290606955e+00, 9.748055252699999729e-01
2.777924452188853088e+00, 9.771657300399999579e-01
2.777951893629244218e+00, 9.773321384900000020e-01
2.777979335611794998e+00, 9.754861990099999991e-01
2.778006778136522303e+00, 9.735033338099999822e-01
2.778034221203441678e+00, 9.747236300499999562e-01
2.778061664812569553e+00, 9.765490324500000208e-01
2.778089108963922360e+00, 9.759349363699999502e-01
2.778116553657515198e+00, 9.731211114700000220e-01
2.778143998893365385e+00, 9.704519777200000252e-01
2.778171444671487578e+00, 9.707093996900000299e-01
2.778198890991899095e+00, 9.729309691899999946e-01
2.778226337854615036e+00, 9.750364847900000465e-01
2.778253785259652275e+00, 9.774327543099999849e-01
2.778768524538797635e+00, 9.782743430200000478e-01
2.778795982657967567e+00, 9.707495291500000123e-01
2.778823441319792753e+00, 9.606395677800000366e-01
2.778850900524287848e+00, 9.524762044500000302e-01
2.778878360271469727e+00, 9.537733777100000365e-01
2.778905820561354822e+00, 9.621471759699999904e-01
2.778933281393958676e+00, 9.699201472999999796e-01
2.778960742769297720e+00, 9.745436686299999707e-01
2.778988204687387498e+00, 9.763835305700000466e-01
2.779015667148245328e+00, 9.760155397899999974e-01
2.779043130151885865e+00, 9.736366198700000529e-01
2.779070593698325542e+00, 9.690108246099999878e-01
2.779098057787581233e+00, 9.614012906900000210e-01
2.779125522419668037e+00, 9.495975010299999575e-01
2.779152987594603275e+00, 9.324836428799999632e-01
2.779180453312401600e+00, 9.113735713899999702e-01
2.779207919573080332e+00, 8.945284766800000176e-01
2.779235386376654571e+00, 8.946660324499999817e-01
2.779262853723140747e+00, 9.111597818700000184e-01
2.779290321612555736e+00, 9.305525277999999734e-01
2.779317790044914194e+00, 9.445130137099999601e-01
2.779345259020233883e+00, 9.534302884099999931e-01
2.779372728538529458e+00, 9.625462311000000382e-01
2.779400198599817795e+00, 9.717126817700000307e-01
2.779427669204114437e+00, 9.785179975900000215e-01
2.780217681369293814e+00, 9.947761576200000455e-01
2.780547558438170253e+00, 9.772192200000000550e-01
2.780575051727454561e+00, 9.696044822899999582e-01
2.780602545560436845e+00, 9.578232914500000028e-01
2.780630039937132647e+00, 9.399076107199999530e-01
2.780657534857558399e+00, 9.170557789900000145e-01
2.780685030321729645e+00, 9.012095371499999619e-01
2.780712526329663259e+00, 9.073426962399999685e-01
2.780740022881374784e+00, 9.289755452300000327e-01
2.780767519976880653e+00, 9.495084492799999998e-01
2.780795017616197295e+00, 9.631854647499999977e-01
2.780822515799340255e+00, 9.715470052700000414e-01
2.780850014526326408e+00, 9.767497988600000181e-01
2.780877513797170852e+00, 9.799682587400000422e-01
2.781076899777060962e+00, 9.779344800400000537e-01
2.781104403535356706e+00, 9.745159722299999716e-01
2.781131907837660844e+00, 9.698327527300000250e-01
2.781159412683988474e+00, 9.635952058000000209e-01
2.781186918074357362e+00, 9.546809852400000018e-01
2.781214424008782160e+00, 9.420954822599999501e-01
2.781241930487280190e+00, 9.253405393500000464e-01
2.781269437509866993e+00, 9.023663238300000389e-01
2.781296945076558114e+00, 8.682615856600000015e-01
2.781324453187371315e+00, 8.140029530300000316e-01
2.781351961842320808e+00, 7.364818102900000385e-01
2.781379471041424356e+00, 6.682975408900000414e-01
2.781406980784697058e+00, 6.763159074500000312e-01
2.781434491072155790e+00, 7.522272660100000063e-01
2.781462001903816095e+00, 8.293862677500000169e-01
2.781489513279694403e+00, 8.830266270800000150e-01
2.781517025199807147e+00, 9.171468812099999868e-01
2.781544537664169869e+00, 9.389743897000000228e-01
2.781572050672799445e+00, 9.533980047100000244e-01
2.781599564225710974e+00, 9.632811526500000276e-01
2.781627078322921776e+00, 9.702839664400000341e-01
2.781654592964447392e+00, 9.753960808499999580e-01
2.781682108150303812e+00, 9.792185773799999549e-01
2.782576648112009554e+00, 9.897797581999999705e-01
2.782790046449775012e+00, 9.763478434200000278e-01
2.782817584103370656e+00, 9.711444503999999700e-01
2.782845122301980112e+00, 9.639425669800000263e-01
2.782872661045620255e+00, 9.539435491500000142e-01
2.782900200334306628e+00, 9.397408829700000243e-01
2.782927740168055220e+00, 9.184651995799999469e-01
2.782955280546883348e+00, 8.860411152799999579e-01
2.782982821470805668e+00, 8.395899713300000178e-01
2.783010362939839943e+00, 7.873888275499999478e-01
2.783037904954001274e+00, 7.620853890400000052e-01
2.783065447513306090e+00, 7.888296112499999513e-01
2.783092990617770379e+00, 8.414124144800000371e-01
2.783120534267410573e+00, 8.877535053599999726e-01
2.783148078462243546e+00, 9.201426561300000140e-01
2.783175623202283955e+00, 9.415457103900000124e-01
2.783203168487549561e+00, 9.557732969400000167e-01
2.783230714318055465e+00, 9.654516971700000116e-01
2.783258260693818542e+00, 9.721768672299999636e-01
2.783285807614853891e+00, 9.769172095699999447e-01
2.784498412206608542e+00, 9.976049668099999934e-01
2.785318897162898377e+00, 9.799851301499999945e-01
2.785346484888975738e+00, 9.794556093999999824e-01
2.785919053550640623e+00, 9.893985578399999703e-01
2.786126064002040881e+00, 9.782119846900000359e-01
2.786153667719992733e+00, 9.752431589600000228e-01
2.786181271984920382e+00, 9.714385859199999862e-01
2.786208876796841150e+00, 9.664725090700000409e-01
2.786236482155771466e+00, 9.599180166099999800e-01
2.786264088061726429e+00, 9.509821354799999904e-01
2.786291694514723360e+00, 9.383613437600000218e-01
2.786319301514777802e+00, 9.202337283799999490e-01
2.786346909061907073e+00, 8.954177236800000550e-01
2.786374517156125830e+00, 8.607073936600000419e-01
2.786402125797451390e+00, 8.026538474500000131e-01
2.786429734985900186e+00, 6.993385755600000087e-01
2.786457344721487761e+00, 5.274470538100000105e-01
2.786484955004230990e+00, 3.449337716199999959e-01
2.786512565834145860e+00, 3.274047801900000221e-01
2.786540177211248803e+00, 4.554156552099999922e-01
2.786567789135555806e+00, 6.054137315299999988e-01
2.786595401607082856e+00, 6.783559144799999885e-01
2.786623014625847272e+00, 6.813714879800000235e-01
2.786650628191864154e+00, 6.888976736999999906e-01
2.786678242305150821e+00, 7.558138049399999447e-01
2.786705856965722816e+00, 8.306914484099999774e-01
2.786733472173597015e+00, 8.816224156799999934e-01
2.786761087928788516e+00, 9.131304466999999869e-01
2.786788704231315084e+00, 9.331191054199999835e-01
2.786816321081191816e+00, 9.464264435200000491e-01
2.786843938478435589e+00, 9.555985210699999843e-01
2.786871556423062835e+00, 9.620628854399999597e-01
2.786899174915089095e+00, 9.666714128500000225e-01
2.786926793954531689e+00, 9.699118946000000463e-01
2.786954413541405717e+00, 9.720435911200000501e-01
2.786982033675728498e+00, 9.731649509699999978e-01
2.787009654357515132e+00, 9.732256188900000327e-01
2.787037275586782936e+00, 9.720570847999999708e-01
2.787064897363548344e+00, 9.696624026500000326e-01
2.787092519687826453e+00, 9.668607157399999874e-01
2.787120142559634584e+00, 9.640998173400000537e-01
2.787147765978988279e+00, 9.590458525299999648e-01
2.787175389945904858e+00, 9.482422857700000263e-01
2.787203014460399420e+00, 9.289802143800000023e-01
2.787230639522488840e+00, 9.074200110400000296e-01
2.787258265132189550e+00, 9.081619894800000425e-01
2.787285891289517537e+00, 9.306458972900000237e-01
2.787313517994489231e+00, 9.505162696500000230e-01
2.787341145247120622e+00, 9.622350034600000157e-01
2.787368773047428583e+00, 9.683892094499999548e-01
2.787396401395428658e+00, 9.711164335899999944e-01
2.787424030291137722e+00, 9.716327205900000541e-01
2.787451659734571763e+00, 9.711400226499999899e-01
2.787479289725747211e+00, 9.712484834100000297e-01
2.787506920264680499e+00, 9.723706571500000395e-01
2.787534551351387169e+00, 9.732938576799999852e-01
2.787562182985884540e+00, 9.731684118000000216e-01
2.787589815168188156e+00, 9.717755042800000354e-01
2.787617447898314893e+00, 9.689568716099999923e-01
2.787645081176280737e+00, 9.644482103899999492e-01
2.787672715002101675e+00, 9.580197292900000106e-01
2.787700349375794584e+00, 9.488114839300000325e-01
2.787727984297375006e+00, 9.357401081799999742e-01
2.787755619766860260e+00, 9.199896651700000261e-01
2.787783255784265446e+00, 9.038997712299999820e-01
2.787810892349607883e+00, 8.848164556099999967e-01
2.787838529462903558e+00, 8.550573607200000481e-01
2.787866167124168459e+00, 8.193432603900000499e-01
2.787893805333419461e+00, 8.132388138099999608e-01
2.787921444090672107e+00, 8.444934370100000143e-01
2.787949083395943273e+00, 8.753525958000000218e-01
2.787976723249248945e+00, 8.903231838899999806e-01
2.788004363650605555e+00, 8.909905845100000166e-01
2.788032004600029978e+00, 8.793085212200000278e-01
2.788059646097537314e+00, 8.542997363300000035e-01
2.788087288143144882e+00, 8.120738440400000480e-01
2.788114930736868224e+00, 7.475992849700000553e-01
2.788142573878724217e+00, 6.613086761799999991e-01
2.788170217568728848e+00, 5.670315345599999945e-01
2.788197861806898548e+00, 5.024269936899999900e-01
2.788225506593250191e+00, 5.253813395099999894e-01
2.788253151927798879e+00, 6.240450991699999506e-01
2.788280797810561928e+00, 7.288483483600000090e-01
2.788308444241554884e+00, 8.068742424899999488e-01
2.788336091220794621e+00, 8.592942572299999693e-01
2.788363738748297127e+00, 8.942639870899999899e-01
2.788391386824078833e+00, 9.181173677199999661e-01
2.788419035448156169e+00, 9.348452231799999623e-01
2.788446684620545124e+00, 9.469296414400000250e-01
2.788474334341263017e+00, 9.559190555500000075e-01
2.788501984610324502e+00, 9.627544724300000079e-01
2.788529635427747344e+00, 9.680416325299999736e-01
2.788557286793546641e+00, 9.721918648999999801e-01
2.788584938707739269e+00, 9.754829053600000410e-01
2.788612591170342547e+00, 9.780983530000000314e-01
2.789138092179340500e+00, 9.798502194699999501e-01
2.789165755613564279e+00, 9.721847490699999650e-01
2.789193419596540657e+00, 9.638428314300000466e-01
2.789221084128285622e+00, 9.623503630499999906e-01
2.789248749208815603e+00, 9.681581875700000506e-01
2.789276414838147033e+00, 9.748804287600000285e-01
2.789995913883584144e+00, 9.960949264099999700e-01
2.790321193900533459e+00, 9.792311189500000346e-01
2.790348880808503740e+00, 9.721083749600000212e-01
2.790376568265925172e+00, 9.623307915600000095e-01
2.790404256272814187e+00, 9.510944231000000304e-01
2.790431944829186772e+00, 9.430887690899999454e-01
2.790459633935059802e+00, 9.440743953800000421e-01
2.790487323590449265e+00, 9.531888499599999731e-01
2.790515013795371591e+00, 9.639449276799999522e-01
2.790542704549842767e+00, 9.723376172600000089e-01
2.790570395853879671e+00, 9.777719247799999680e-01
2.791650785546941460e+00, 9.982564665800000014e-01
2.793037124912605584e+00, 9.924617362400000031e-01
2.793134220235566456e+00, 9.768583034600000214e-01
2.793161962996352443e+00, 9.630161672200000522e-01
2.793189706308252696e+00, 9.371571499499999902e-01
2.793217450171284089e+00, 9.017574895600000140e-01
2.793245194585462610e+00, 8.961911174500000188e-01
2.793272939550805578e+00, 9.272930867999999993e-01
2.793300685067328093e+00, 9.564799242999999507e-01
2.793328431135047918e+00, 9.731531526100000162e-01
2.793751626976181957e+00, 9.780190471799999896e-01
2.793779382003149347e+00, 9.701375668799999685e-01
2.793807137581596933e+00, 9.647941722699999723e-01
2.793834893711540701e+00, 9.675937294299999936e-01
2.793862650392997971e+00, 9.753733472200000199e-01
2.794785874196375364e+00, 9.972203141200000065e-01
2.795383170872511869e+00, 9.786659622500000211e-01
2.795410958326838280e+00, 9.719246365799999454e-01
2.795438746333610780e+00, 9.625620102599999894e-01
2.795466534892847132e+00, 9.544088451500000181e-01
2.795494324004562881e+00, 9.544494943500000383e-01
2.795522113668775344e+00, 9.623523683700000442e-01
2.795549903885500065e+00, 9.711357307400000360e-01
2.795577694654753920e+00, 9.772207064800000342e-01
2.795661070277856375e+00, 9.794916760999999861e-01
2.795688863257391965e+00, 9.753687934200000464e-01
2.795716656789539734e+00, 9.689769534200000090e-01
2.795744450874314779e+00, 9.633738464200000129e-01
2.795772245511734866e+00, 9.640903280400000552e-01
2.795800040701816425e+00, 9.710526648699999708e-01
2.795827836444574555e+00, 9.788251769900000454e-01
2.796578530471420354e+00, 9.985097166999999940e-01
2.797183549450260820e+00, 9.799503896700000327e-01
2.797531379979427246e+00, 9.740869250100000487e-01
2.797559210158841569e+00, 9.644393628599999824e-01
2.797587040891977406e+00, 9.549324428500000073e-01
2.797614872178851186e+00, 9.528230145599999590e-01
2.797642704019478899e+00, 9.603438552999999933e-01
2.797670536413877862e+00, 9.707217358999999934e-01
2.797698369362064952e+00, 9.790462480499999565e-01
2.798192496364203752e+00, 9.929107430900000475e-01
2.799585342216623030e+00, 9.991292820899999594e-01
2.800609968370134872e+00, 9.719814760899999628e-01
2.800637859835894528e+00, 9.574868907900000448e-01
2.800665751857205343e+00, 9.367831593300000037e-01
2.800693644434084639e+00, 9.214907068500000076e-01
2.800721537566548403e+00, 9.303507781600000026e-01
2.800749431254613508e+00, 9.516112666399999531e-01
2.800777325498296833e+00, 9.682262743299999697e-01
2.800805220297614806e+00, 9.784191172799999725e-01
2.801202781570832023e+00, 9.961103366300000372e-01
2.801970324237029075e+00, 9.755774982999999567e-01
2.801998242805257888e+00, 9.689017654999999563e-01
2.802026161929848325e+00, 9.599358757799999475e-01
2.802054081610817260e+00, 9.510807630299999982e-01
2.802082001848180237e+00, 9.485641487399999461e-01
2.802109922641955464e+00, 9.529821132400000394e-01
2.802137843992158039e+00, 9.579088270800000249e-01
2.802165765898805283e+00, 9.599595945100000138e-01
2.802193688361914514e+00, 9.589282247699999484e-01
2.802221611381500832e+00, 9.550511943299999640e-01
2.802249534957582444e+00, 9.481844683100000282e-01
2.802277459090174894e+00, 9.376200491099999645e-01
2.802305383779295500e+00, 9.218510519899999478e-01
2.802333309024960251e+00, 8.982409717199999477e-01
2.802361234827186021e+00, 8.625502122099999447e-01
2.802389161185989686e+00, 8.092351625400000525e-01
2.802417088101387677e+00, 7.366711816700000082e-01
2.802445015573397313e+00, 6.651444636500000174e-01
2.802472943602034139e+00, 6.455877018700000303e-01
2.802500872187315473e+00, 6.955536947999999553e-01
2.802528801329257302e+00, 7.675425117399999886e-01
2.802556731027876946e+00, 8.237546763299999908e-01
2.802584661283191281e+00, 8.578223405199999485e-01
2.802612592095215849e+00, 8.736854181200000014e-01
2.802640523463968414e+00, 8.740172321500000452e-01
2.802668455389464963e+00, 8.543365268899999476e-01
2.802696387871722816e+00, 7.958898255099999819e-01
2.802724320910757516e+00, 6.570939344599999732e-01
2.802752254506586382e+00, 4.738531613299999945e-01
2.802780188659226734e+00, 5.539607842599999499e-01
2.802808123368693671e+00, 7.510991752300000268e-01
2.802836058635005401e+00, 8.575888957399999679e-01
2.802863994458177466e+00, 9.084940650199999634e-01
2.802891930838226742e+00, 9.352948940899999952e-01
2.802919867775170104e+00, 9.509087746400000096e-01
2.802947805269024428e+00, 9.607577652600000073e-01
2.802975743319806146e+00, 9.673520312800000243e-01
2.803003681927531243e+00, 9.719598714299999553e-01
2.803031621092217485e+00, 9.752727068200000016e-01
2.803059560813880857e+00, 9.776927753299999857e-01
2.803087501092538680e+00, 9.794625916700000490e-01
2.803338988667930742e+00, 9.790418483699999674e-01
2.803366934517444342e+00, 9.774071773700000465e-01
2.803394880924134469e+00, 9.751210070200000413e-01
2.803422827888018887e+00, 9.721612682900000468e-01
2.803450775409113138e+00, 9.682265798500000464e-01
2.803478723487435431e+00, 9.625573638600000148e-01
2.803506672123000865e+00, 9.542162262200000189e-01
2.803534621315827202e+00, 9.415712660599999673e-01
2.803562571065930875e+00, 9.214745038899999630e-01
2.803590521373327871e+00, 8.877458049499999948e-01
2.803618472238035952e+00, 8.293128034400000237e-01
2.803646423660070663e+00, 7.386042705499999972e-01
2.803674375639449767e+00, 6.675555138200000016e-01
2.803702328176189251e+00, 7.071470064199999461e-01
2.803730281270305991e+00, 7.855282344899999769e-01
2.803758234921816417e+00, 8.288387124499999592e-01
2.803786189130737405e+00, 8.378136530599999965e-01
2.803814143897085831e+00, 8.272459952599999777e-01
2.803842099220878126e+00, 8.176009580699999946e-01
2.803870055102131165e+00, 8.284538531599999756e-01
2.803898011540860935e+00, 8.557760096800000049e-01
2.803925968537084756e+00, 8.817694847799999458e-01
2.803953926090819504e+00, 8.972765531299999875e-01
2.803981884202081165e+00, 9.033922545500000512e-01
2.804009842870887503e+00, 9.098786033100000337e-01
2.804037802097253618e+00, 9.219173671899999478e-01
2.804065761881197716e+00, 9.316502507899999674e-01
2.804093722222735341e+00, 9.342645620499999692e-01
2.804121683121883368e+00, 9.282020571100000339e-01
2.804149644578659561e+00, 9.108526594700000478e-01
2.804177606593079020e+00, 8.812780593300000298e-01
2.804205569165159950e+00, 8.587389975500000494e-01
2.804233532294917453e+00, 8.727744682900000495e-01
2.804261495982369734e+00, 9.015271521000000066e-01
2.804289460227532338e+00, 9.226257578400000048e-01
2.804317425030422584e+00, 9.346799043100000315e-01
2.804345390391056903e+00, 9.390033160199999784e-01
2.804373356309452170e+00, 9.364270751100000068e-01
2.804401322785624817e+00, 9.265120113300000515e-01
2.804429289819591720e+00, 9.070471625499999524e-01
2.804457257411369309e+00, 8.746133201800000423e-01
2.804485225560974460e+00, 8.301044105699999509e-01
2.804513194268424048e+00, 7.947962718700000151e-01
2.804541163533734949e+00, 8.042130516800000128e-01
2.804569133356922706e+00, 8.488019342699999470e-01
2.804597103738005526e+00, 8.929553586799999776e-01
2.804625074676998953e+00, 9.240846396299999821e-01
2.804653046173920306e+00, 9.443295171000000154e-01
2.804681018228786016e+00, 9.574755778600000378e-01
2.804708990841612515e+00, 9.664388143700000100e-01
2.804736964012417122e+00, 9.728027222299999721e-01
2.804764937741216269e+00, 9.773932135199999705e-01
2.805212593302878421e+00, 9.845495186799999576e-01
2.805254568338129140e+00, 9.773664584400000299e-01
2.805282552392838635e+00, 9.724928623699999886e-01
2.805310537005868188e+00, 9.725259705600000082e-01
2.805338522177235117e+00, 9.779191662199999691e-01
2.805821354285905400e+00, 9.783774199700000507e-01
2.805849349649855995e+00, 9.755004384000000028e-01
2.805877345572465487e+00, 9.742421821700000262e-01
2.805905342053750307e+00, 9.749352506499999738e-01
2.805933339093727330e+00, 9.757115469899999560e-01
2.805961336692413433e+00, 9.750107277699999742e-01
2.805989334849824601e+00, 9.722169585400000091e-01
2.806017333565978600e+00, 9.668525229600000159e-01
2.806045332840890971e+00, 9.581306606599999665e-01
2.806073332674579923e+00, 9.450258724700000279e-01
2.806101333067060555e+00, 9.271337701199999781e-01
2.806129334018350630e+00, 9.068752534199999715e-01
2.806157335528466579e+00, 8.946614539299999613e-01
2.806185337597425278e+00, 9.007818230799999881e-01
2.806213340225243602e+00, 9.200675322000000378e-01
2.806241343411937983e+00, 9.403173684300000224e-01
2.806269347157525296e+00, 9.560241006199999836e-01
2.806297351462021528e+00, 9.670638241700000304e-01
2.806325356325444442e+00, 9.748191281900000504e-01
2.807060683950160396e+00, 9.791427918899999749e-01
2.807088704050768602e+00, 9.686254193700000181e-01
2.807116724710776001e+00, 9.552574083999999521e-01
2.807144745930199470e+00, 9.430057658299999535e-01
2.807172767709055439e+00, 9.446377850799999587e-01
2.807200790047361671e+00, 9.603562929200000209e-01
2.807228812945133711e+00, 9.743693133299999865e-01
2.807453016270108126e+00, 9.954757106199999539e-01
2.808735867360976357e+00, 9.778040726400000215e-01
2.808763920915117396e+00, 9.692744294099999713e-01
2.808791975029659493e+00, 9.553974566099999732e-01
2.808820029704619969e+00, 9.323591828699999695e-01
2.808848084940015255e+00, 8.971218478400000418e-01
2.808876140735863114e+00, 8.624362823300000258e-01
2.808904197092178645e+00, 8.655345583200000359e-01
2.808932254008979612e+00, 9.022872043999999869e-01
2.808960311486283334e+00, 9.361146558799999795e-01
2.808988369524105355e+00, 9.577237663700000070e-01
2.809016428122463438e+00, 9.707253117499999862e-01
2.809044487281374014e+00, 9.787388621000000510e-01
2.809177775941761546e+00, 9.913162574099999569e-01
2.810581582207739348e+00, 9.981280509400000112e-01
2.811220778582887547e+00, 9.745611008200000258e-01
2.811248881797644650e+00, 9.698884905900000408e-01
2.811276985574292286e+00, 9.702991552699999911e-01
2.811305089912846000e+00, 9.754905125699999680e-01
2.812113330023194635e+00, 9.993849954200000330e-01
2.813520072475151679e+00, 9.971107150900000438e-01
2.813794551252302600e+00, 9.752091626800000190e-01
2.813822705949860392e+00, 9.637104478100000371e-01
2.813850861210852372e+00, 9.604103532200000126e-01
2.813879017035296748e+00, 9.576815581099999974e-01
2.813907173423209507e+00, 9.426179802999999913e-01
2.813935330374607968e+00, 9.224378165500000115e-01
2.813963487889508563e+00, 9.319417933400000464e-01
2.813991645967929056e+00, 9.578756707000000148e-01
2.814019804609885433e+00, 9.745268456000000246e-01
2.814921178800938950e+00, 9.785473580400000371e-01
2.814949356049088802e+00, 9.726881936400000317e-01
2.814977533861350967e+00, 9.650153921499999843e-01
2.815005712237741431e+00, 9.557387556899999970e-01
2.815033891178277514e+00, 9.429777759499999856e-01
2.815062070682976980e+00, 9.226573770699999510e-01
2.815090250751855372e+00, 8.921455465500000015e-01
2.815118431384931341e+00, 8.579641605100000179e-01
2.815146612582219987e+00, 8.433837931500000051e-01
2.815174794343739517e+00, 8.580163582600000005e-01
2.815202976669506363e+00, 8.793497791500000105e-01
2.815231159559537399e+00, 8.970756807799999955e-01
2.815259343013850390e+00, 9.166126239699999845e-01
2.815287527032460879e+00, 9.354799413200000080e-01
2.815315711615387517e+00, 9.485074116699999669e-01
2.815343896762645404e+00, 9.550085529499999781e-01
2.815372082474253190e+00, 9.560664469099999785e-01
2.815400268750226420e+00, 9.540245957599999826e-01
2.815428455590582857e+00, 9.542197266399999878e-01
2.815456642995339376e+00, 9.605558407299999990e-01
2.815484830964512852e+00, 9.695157231100000050e-01
2.815513019498120162e+00, 9.770250231199999469e-01
2.815801984514727963e+00, 9.957608728700000356e-01
2.817212420766146863e+00, 9.985044500699999936e-01
2.818087601059052094e+00, 9.783569774700000554e-01
2.818115841734693205e+00, 9.706764498000000074e-01
2.818144082976352216e+00, 9.602592850300000205e-01
2.818172324784046001e+00, 9.507793873500000048e-01
2.818200567157791436e+00, 9.502092422400000293e-01
2.818228810097605841e+00, 9.592717477600000153e-01
2.818257053603505646e+00, 9.701900027400000015e-01
