# Wavelength (nm), Reflection (%)
1929.0280903559224, 98.73908792513446
1943.6067350170879, 98.63309398193121
1958.185379678253, 98.62804665130248
1972.7640243394185, 98.6886146188472
1987.3426690005836, 98.86022386022387
2001.921313661749, 98.90564983588241
2016.4999583229142, 98.85012919896643
2031.0786029840797, 98.89050784399623
2045.6572476452448, 99.08735373851657
2060.2358923064103, 99.27410497177941
2074.8145369675753, 99.30438895555176
2089.393181628741, 99.27915230240812
2103.971826289906, 99.10249573040272
2118.550470951071, 98.54224203061415
2133.1291156122365, 98.09807693528626
2148.023315352648, 98.47734777967338
2156.985079603234, 98.36895034569456
2162.065516379095, 97.17062993225787
2175.9814953738437, 97.7730288427963
2186.142368925565, 99.12773238354636
2200.7210135867304, 99.25391564926453
